table_no,pdf_page,price_type,commodity,sl_no,district_as_published,year,raw_value,price_rs_per_quintal,cell_status
19,67,Wholesale,Biri,13,Jajpur,2014-15,5035,5035,ok
19,67,Wholesale,Biri,13,Jajpur,2015-16,5971,5971,ok
19,67,Wholesale,Biri,13,Jajpur,2016-17,5979,5979,ok
19,67,Wholesale,Biri,13,Jajpur,2017-18,5575,5575,ok
19,67,Wholesale,Biri,13,Jajpur,2018-19,5248,5248,ok
19,67,Wholesale,Biri,14,Jharsuguda,2013-14,4550,4550,ok
19,67,Wholesale,Biri,14,Jharsuguda,2014-15,-,,dash
19,67,Wholesale,Biri,14,Jharsuguda,2015-16,6308,6308,ok
19,67,Wholesale,Biri,14,Jharsuguda,2016-17,-,,dash
19,67,Wholesale,Biri,14,Jharsuguda,2017-18,6242,6242,ok
19,67,Wholesale,Biri,14,Jharsuguda,2018-19,6467,6467,ok
19,67,Wholesale,Biri,15,Kalahandi,2013-14,4625,4625,ok
19,67,Wholesale,Biri,15,Kalahandi,2014-15,5127,5127,ok
19,67,Wholesale,Biri,15,Kalahandi,2015-16,6088,6088,ok
19,67,Wholesale,Biri,15,Kalahandi,2016-17,6104,6104,ok
19,67,Wholesale,Biri,15,Kalahandi,2017-18,6439,6439,ok
19,67,Wholesale,Biri,15,Kalahandi,2018-19,5881,5881,ok
19,67,Wholesale,Biri,16,Kandhamal,2013-14,4764,4764,ok
19,67,Wholesale,Biri,16,Kandhamal,2014-15,5217,5217,ok
19,67,Wholesale,Biri,16,Kandhamal,2015-16,5997,5997,ok
19,67,Wholesale,Biri,16,Kandhamal,2016-17,6050,6050,ok
19,67,Wholesale,Biri,16,Kandhamal,2017-18,6258,6258,ok
19,67,Wholesale,Biri,16,Kandhamal,2018-19,6258,6258,ok
19,67,Wholesale,Biri,17,Kendrapara,2013-14,4032,4032,ok
19,67,Wholesale,Biri,17,Kendrapara,2014-15,4763,4763,ok
19,67,Wholesale,Biri,17,Kendrapara,2015-16,5567,5567,ok
19,67,Wholesale,Biri,17,Kendrapara,2016-17,6000,6000,ok
19,67,Wholesale,Biri,17,Kendrapara,2017-18,5650,5650,ok
19,67,Wholesale,Biri,17,Kendrapara,2018-19,5011,5011,ok
19,67,Wholesale,Biri,18,Keonjhar,2013-14,4667,4667,ok
19,67,Wholesale,Biri,18,Keonjhar,2014-15,5318,5318,ok
19,67,Wholesale,Biri,18,Keonjhar,2015-16,6119,6119,ok
19,67,Wholesale,Biri,18,Keonjhar,2016-17,6145,6145,ok
19,67,Wholesale,Biri,18,Keonjhar,2017-18,5815,5815,ok
19,67,Wholesale,Biri,18,Keonjhar,2018-19,5241,5241,ok
19,67,Wholesale,Biri,19,Khurda,2013-14,4533,4533,ok
19,67,Wholesale,Biri,19,Khurda,2014-15,5029,5029,ok
19,67,Wholesale,Biri,19,Khurda,2015-16,5924,5924,ok
19,67,Wholesale,Biri,19,Khurda,2016-17,6000,6000,ok
19,67,Wholesale,Biri,19,Khurda,2017-18,5990,5990,ok
19,67,Wholesale,Biri,19,Khurda,2018-19,5100,5100,ok
19,67,Wholesale,Biri,20,Koraput,2013-14,4486,4486,ok
19,67,Wholesale,Biri,20,Koraput,2014-15,5285,5285,ok
19,67,Wholesale,Biri,20,Koraput,2015-16,6006,6006,ok
19,67,Wholesale,Biri,20,Koraput,2016-17,6000,6000,ok
19,67,Wholesale,Biri,20,Koraput,2017-18,5600,5600,ok
19,67,Wholesale,Biri,20,Koraput,2018-19,6322,6322,ok
19,67,Wholesale,Biri,21,Malkangiri,2013-14,4489,4489,ok
19,67,Wholesale,Biri,21,Malkangiri,2014-15,5063,5063,ok
19,67,Wholesale,Biri,21,Malkangiri,2015-16,5759,5759,ok
19,67,Wholesale,Biri,21,Malkangiri,2016-17,5933,5933,ok
19,67,Wholesale,Biri,21,Malkangiri,2017-18,6112,6112,ok
19,67,Wholesale,Biri,21,Malkangiri,2018-19,6600,6600,ok
19,67,Wholesale,Biri,22,Mayurbhanj,2013-14,4592,4592,ok
19,67,Wholesale,Biri,22,Mayurbhanj,2014-15,5371,5371,ok
19,67,Wholesale,Biri,22,Mayurbhanj,2015-16,6099,6099,ok
19,67,Wholesale,Biri,22,Mayurbhanj,2016-17,6127,6127,ok
19,67,Wholesale,Biri,22,Mayurbhanj,2017-18,6070,6070,ok
19,67,Wholesale,Biri,22,Mayurbhanj,2018-19,4973,4973,ok
19,67,Wholesale,Biri,23,Nabarangapur,2013-14,4611,4611,ok
19,67,Wholesale,Biri,23,Nabarangapur,2014-15,5195,5195,ok
19,67,Wholesale,Biri,23,Nabarangapur,2015-16,6070,6070,ok
19,67,Wholesale,Biri,23,Nabarangapur,2016-17,6133,6133,ok
19,67,Wholesale,Biri,23,Nabarangapur,2017-18,6081,6081,ok
19,67,Wholesale,Biri,23,Nabarangapur,2018-19,6693,6693,ok
19,67,Wholesale,Biri,24,Nayagarh,2013-14,4122,4122,ok
19,67,Wholesale,Biri,24,Nayagarh,2014-15,5057,5057,ok
19,67,Wholesale,Biri,24,Nayagarh,2015-16,5787,5787,ok
19,67,Wholesale,Biri,24,Nayagarh,2016-17,6000,6000,ok
19,67,Wholesale,Biri,24,Nayagarh,2017-18,5817,5817,ok
19,67,Wholesale,Biri,24,Nayagarh,2018-19,4733,4733,ok
19,67,Wholesale,Biri,25,Nuapara,2013-14,4283,4283,ok
19,67,Wholesale,Biri,25,Nuapara,2014-15,5067,5067,ok
19,67,Wholesale,Biri,25,Nuapara,2015-16,5896,5896,ok
19,67,Wholesale,Biri,25,Nuapara,2016-17,5950,5950,ok
19,67,Wholesale,Biri,25,Nuapara,2017-18,5542,5542,ok
19,67,Wholesale,Biri,25,Nuapara,2018-19,5617,5617,ok
19,67,Wholesale,Biri,26,Puri,2013-14,4100,4100,ok
19,67,Wholesale,Biri,26,Puri,2014-15,5000,5000,ok
19,67,Wholesale,Biri,26,Puri,2015-16,6034,6034,ok
19,67,Wholesale,Biri,26,Puri,2016-17,6000,6000,ok
19,67,Wholesale,Biri,26,Puri,2017-18,6013,6013,ok
19,67,Wholesale,Biri,26,Puri,2018-19,5133,5133,ok
19,67,Wholesale,Biri,27,Rayagada,2013-14,4176,4176,ok
19,67,Wholesale,Biri,27,Rayagada,2014-15,4989,4989,ok
19,67,Wholesale,Biri,27,Rayagada,2015-16,5884,5884,ok
19,67,Wholesale,Biri,27,Rayagada,2016-17,6114,6114,ok
19,67,Wholesale,Biri,27,Rayagada,2017-18,5775,5775,ok
19,67,Wholesale,Biri,27,Rayagada,2018-19,5400,5400,ok
19,67,Wholesale,Biri,28,Sambalpur,2013-14,4500,4500,ok
19,67,Wholesale,Biri,28,Sambalpur,2014-15,5233,5233,ok
19,67,Wholesale,Biri,28,Sambalpur,2015-16,6018,6018,ok
19,67,Wholesale,Biri,28,Sambalpur,2016-17,6017,6017,ok
19,67,Wholesale,Biri,28,Sambalpur,2017-18,5569,5569,ok
19,67,Wholesale,Biri,28,Sambalpur,2018-19,5646,5646,ok
19,67,Wholesale,Biri,29,Sonepur,2013-14,4760,4760,ok
19,67,Wholesale,Biri,29,Sonepur,2014-15,5475,5475,ok
19,67,Wholesale,Biri,29,Sonepur,2015-16,6225,6225,ok
19,67,Wholesale,Biri,29,Sonepur,2016-17,6200,6200,ok
19,67,Wholesale,Biri,29,Sonepur,2017-18,6700,6700,ok
19,67,Wholesale,Biri,29,Sonepur,2018-19,5019,5019,ok
19,67,Wholesale,Biri,30,Sundargarh,2013-14,4567,4567,ok
19,67,Wholesale,Biri,30,Sundargarh,2014-15,5367,5367,ok
19,67,Wholesale,Biri,30,Sundargarh,2015-16,6152,6152,ok
19,67,Wholesale,Biri,30,Sundargarh,2016-17,6200,6200,ok
19,67,Wholesale,Biri,30,Sundargarh,2017-18,6000,6000,ok
19,67,Wholesale,Biri,30,Sundargarh,2018-19,6465,6465,ok
20,68,Wholesale,Kulthi,1,Angul,2013-14,2469,2469,ok
20,68,Wholesale,Kulthi,1,Angul,2014-15,2952,2952,ok
20,68,Wholesale,Kulthi,1,Angul,2015-16,3182,3182,ok
20,68,Wholesale,Kulthi,1,Angul,2016-17,3307,3307,ok
20,68,Wholesale,Kulthi,1,Angul,2017-18,3587,3587,ok
20,68,Wholesale,Kulthi,1,Angul,2018-19,4002,4002,ok
20,68,Wholesale,Kulthi,2,Balasore,2013-14,2475,2475,ok
20,68,Wholesale,Kulthi,2,Balasore,2014-15,3000,3000,ok
20,68,Wholesale,Kulthi,2,Balasore,2015-16,3168,3168,ok
20,68,Wholesale,Kulthi,2,Balasore,2016-17,3333,3333,ok
20,68,Wholesale,Kulthi,2,Balasore,2017-18,3264,3264,ok
20,68,Wholesale,Kulthi,2,Balasore,2018-19,5000,5000,ok
20,68,Wholesale,Kulthi,3,Bargarh,2013-14,2438,2438,ok
20,68,Wholesale,Kulthi,3,Bargarh,2014-15,2950,2950,ok
20,68,Wholesale,Kulthi,3,Bargarh,2015-16,3279,3279,ok
20,68,Wholesale,Kulthi,3,Bargarh,2016-17,3300,3300,ok
20,68,Wholesale,Kulthi,3,Bargarh,2017-18,3587,3587,ok
20,68,Wholesale,Kulthi,3,Bargarh,2018-19,3445,3445,ok
20,68,Wholesale,Kulthi,4,Bhadrak,2013-14,2550,2550,ok
20,68,Wholesale,Kulthi,4,Bhadrak,2014-15,3000,3000,ok
20,68,Wholesale,Kulthi,4,Bhadrak,2015-16,3202,3202,ok
20,68,Wholesale,Kulthi,4,Bhadrak,2016-17,3250,3250,ok
20,68,Wholesale,Kulthi,4,Bhadrak,2017-18,-,,dash
20,68,Wholesale,Kulthi,4,Bhadrak,2018-19,4516,4516,ok
20,68,Wholesale,Kulthi,5,Bolangir,2013-14,2639,2639,ok
20,68,Wholesale,Kulthi,5,Bolangir,2014-15,2826,2826,ok
20,68,Wholesale,Kulthi,5,Bolangir,2015-16,3224,3224,ok
20,68,Wholesale,Kulthi,5,Bolangir,2016-17,3300,3300,ok
20,68,Wholesale,Kulthi,5,Bolangir,2017-18,3529,3529,ok
20,68,Wholesale,Kulthi,5,Bolangir,2018-19,3529,3529,ok
20,68,Wholesale,Kulthi,6,Boudh,2013-14,2271,2271,ok
20,68,Wholesale,Kulthi,6,Boudh,2014-15,2733,2733,ok
20,68,Wholesale,Kulthi,6,Boudh,2015-16,3254,3254,ok
20,68,Wholesale,Kulthi,6,Boudh,2016-17,3150,3150,ok
20,68,Wholesale,Kulthi,6,Boudh,2017-18,3407,3407,ok
20,68,Wholesale,Kulthi,6,Boudh,2018-19,4195,4195,ok
20,68,Wholesale,Kulthi,7,Cuttack,2013-14,2474,2474,ok
20,68,Wholesale,Kulthi,7,Cuttack,2014-15,2767,2767,ok
20,68,Wholesale,Kulthi,7,Cuttack,2015-16,3271,3271,ok
20,68,Wholesale,Kulthi,7,Cuttack,2016-17,3129,3129,ok
20,68,Wholesale,Kulthi,7,Cuttack,2017-18,3078,3078,ok
20,68,Wholesale,Kulthi,7,Cuttack,2018-19,3765,3765,ok
20,68,Wholesale,Kulthi,8,Deogarh,2013-14,2650,2650,ok
20,68,Wholesale,Kulthi,8,Deogarh,2014-15,3083,3083,ok
20,68,Wholesale,Kulthi,8,Deogarh,2015-16,3374,3374,ok
20,68,Wholesale,Kulthi,8,Deogarh,2016-17,3417,3417,ok
20,68,Wholesale,Kulthi,8,Deogarh,2017-18,3503,3503,ok
20,68,Wholesale,Kulthi,8,Deogarh,2018-19,3594,3594,ok
20,68,Wholesale,Kulthi,9,Dhenkanal,2013-14,2441,2441,ok
20,68,Wholesale,Kulthi,9,Dhenkanal,2014-15,2750,2750,ok
20,68,Wholesale,Kulthi,9,Dhenkanal,2015-16,3099,3099,ok
20,68,Wholesale,Kulthi,9,Dhenkanal,2016-17,3189,3189,ok
20,68,Wholesale,Kulthi,9,Dhenkanal,2017-18,3448,3448,ok
20,68,Wholesale,Kulthi,9,Dhenkanal,2018-19,3774,3774,ok
20,68,Wholesale,Kulthi,10,Gajpati,2013-14,2067,2067,ok
20,68,Wholesale,Kulthi,10,Gajpati,2014-15,2617,2617,ok
20,68,Wholesale,Kulthi,10,Gajpati,2015-16,2961,2961,ok
20,68,Wholesale,Kulthi,10,Gajpati,2016-17,3150,3150,ok
20,68,Wholesale,Kulthi,10,Gajpati,2017-18,3375,3375,ok
20,68,Wholesale,Kulthi,10,Gajpati,2018-19,4063,4063,ok
20,68,Wholesale,Kulthi,11,Ganjam,2013-14,2100,2100,ok
20,68,Wholesale,Kulthi,11,Ganjam,2014-15,2600,2600,ok
20,68,Wholesale,Kulthi,11,Ganjam,2015-16,2944,2944,ok
20,68,Wholesale,Kulthi,11,Ganjam,2016-17,3100,3100,ok
20,68,Wholesale,Kulthi,11,Ganjam,2017-18,3297,3297,ok
20,68,Wholesale,Kulthi,11,Ganjam,2018-19,4402,4402,ok
20,68,Wholesale,Kulthi,12,Jagatsinghpur,2013-14,2144,2144,ok
20,68,Wholesale,Kulthi,12,Jagatsinghpur,2014-15,2675,2675,ok
20,68,Wholesale,Kulthi,12,Jagatsinghpur,2015-16,3016,3016,ok
20,68,Wholesale,Kulthi,12,Jagatsinghpur,2016-17,3283,3283,ok
20,68,Wholesale,Kulthi,12,Jagatsinghpur,2017-18,3444,3444,ok
20,68,Wholesale,Kulthi,12,Jagatsinghpur,2018-19,3767,3767,ok
20,68,Wholesale,Kulthi,13,Jajpur,2013-14,1898,1898,ok
20,68,Wholesale,Kulthi,13,Jajpur,2014-15,2682,2682,ok
20,68,Wholesale,Kulthi,13,Jajpur,2015-16,3069,3069,ok
20,68,Wholesale,Kulthi,13,Jajpur,2016-17,3338,3338,ok
20,68,Wholesale,Kulthi,13,Jajpur,2017-18,3588,3588,ok
20,68,Wholesale,Kulthi,13,Jajpur,2018-19,4250,4250,ok
20,68,Wholesale,Kulthi,14,Jharsuguda,2013-14,2665,2665,ok
20,68,Wholesale,Kulthi,14,Jharsuguda,2014-15,3000,3000,ok
20,68,Wholesale,Kulthi,14,Jharsuguda,2015-16,3202,3202,ok
20,68,Wholesale,Kulthi,14,Jharsuguda,2016-17,3275,3275,ok
20,68,Wholesale,Kulthi,14,Jharsuguda,2017-18,3475,3475,ok
20,68,Wholesale,Kulthi,14,Jharsuguda,2018-19,3960,3960,ok
20,68,Wholesale,Kulthi,15,Kalahandi,2013-14,2667,2667,ok
20,68,Wholesale,Kulthi,15,Kalahandi,2014-15,2975,2975,ok
20,68,Wholesale,Kulthi,15,Kalahandi,2015-16,3460,3460,ok
20,68,Wholesale,Kulthi,15,Kalahandi,2016-17,3414,3414,ok
20,68,Wholesale,Kulthi,15,Kalahandi,2017-18,3611,3611,ok
20,68,Wholesale,Kulthi,15,Kalahandi,2018-19,3600,3600,ok
20,68,Wholesale,Kulthi,16,Kandhamal,2013-14,2202,2202,ok
20,68,Wholesale,Kulthi,16,Kandhamal,2014-15,2671,2671,ok
20,68,Wholesale,Kulthi,16,Kandhamal,2015-16,3195,3195,ok
20,68,Wholesale,Kulthi,16,Kandhamal,2016-17,3225,3225,ok
20,68,Wholesale,Kulthi,16,Kandhamal,2017-18,3425,3425,ok
20,68,Wholesale,Kulthi,16,Kandhamal,2018-19,3425,3425,ok
20,68,Wholesale,Kulthi,17,Kendrapara,2013-14,2420,2420,ok
20,68,Wholesale,Kulthi,17,Kendrapara,2014-15,2954,2954,ok
20,68,Wholesale,Kulthi,17,Kendrapara,2015-16,3125,3125,ok
20,68,Wholesale,Kulthi,17,Kendrapara,2016-17,3233,3233,ok
20,68,Wholesale,Kulthi,17,Kendrapara,2017-18,3500,3500,ok
20,68,Wholesale,Kulthi,17,Kendrapara,2018-19,3306,3306,ok
20,68,Wholesale,Kulthi,18,Keonjhar,2013-14,2627,2627,ok
20,68,Wholesale,Kulthi,18,Keonjhar,2014-15,3011,3011,ok
20,68,Wholesale,Kulthi,18,Keonjhar,2015-16,3328,3328,ok
20,68,Wholesale,Kulthi,18,Keonjhar,2016-17,3400,3400,ok
20,68,Wholesale,Kulthi,18,Keonjhar,2017-18,3719,3719,ok
20,68,Wholesale,Kulthi,18,Keonjhar,2018-19,3960,3960,ok
20,68,Wholesale,Kulthi,19,Khurda,2013-14,2722,2722,ok
20,68,Wholesale,Kulthi,19,Khurda,2014-15,3035,3035,ok
20,68,Wholesale,Kulthi,19,Khurda,2015-16,3305,3305,ok
20,68,Wholesale,Kulthi,19,Khurda,2016-17,3333,3333,ok
20,68,Wholesale,Kulthi,19,Khurda,2017-18,3447,3447,ok
20,68,Wholesale,Kulthi,19,Khurda,2018-19,3434,3434,ok
20,68,Wholesale,Kulthi,20,Koraput,2013-14,2606,2606,ok
20,68,Wholesale,Kulthi,20,Koraput,2014-15,2745,2745,ok
20,68,Wholesale,Kulthi,20,Koraput,2015-16,3221,3221,ok
20,68,Wholesale,Kulthi,20,Koraput,2016-17,3270,3270,ok
20,68,Wholesale,Kulthi,20,Koraput,2017-18,3508,3508,ok
20,68,Wholesale,Kulthi,20,Koraput,2018-19,5600,5600,ok
20,68,Wholesale,Kulthi,21,Malkangiri,2013-14,2596,2596,ok
20,68,Wholesale,Kulthi,21,Malkangiri,2014-15,2873,2873,ok
20,68,Wholesale,Kulthi,21,Malkangiri,2015-16,3357,3357,ok
20,68,Wholesale,Kulthi,21,Malkangiri,2016-17,3350,3350,ok
20,68,Wholesale,Kulthi,21,Malkangiri,2017-18,3611,3611,ok
20,68,Wholesale,Kulthi,21,Malkangiri,2018-19,4825,4825,ok
20,68,Wholesale,Kulthi,22,Mayurbhanj,2013-14,2827,2827,ok
20,68,Wholesale,Kulthi,22,Mayurbhanj,2014-15,3038,3038,ok
20,68,Wholesale,Kulthi,22,Mayurbhanj,2015-16,3183,3183,ok
20,68,Wholesale,Kulthi,22,Mayurbhanj,2016-17,3255,3255,ok
20,68,Wholesale,Kulthi,22,Mayurbhanj,2017-18,3500,3500,ok
20,68,Wholesale,Kulthi,22,Mayurbhanj,2018-19,4145,4145,ok
20,68,Wholesale,Kulthi,23,Nabarangapur,2013-14,2756,2756,ok
20,68,Wholesale,Kulthi,23,Nabarangapur,2014-15,2900,2900,ok
20,68,Wholesale,Kulthi,23,Nabarangapur,2015-16,3099,3099,ok
20,68,Wholesale,Kulthi,23,Nabarangapur,2016-17,3200,3200,ok
20,68,Wholesale,Kulthi,23,Nabarangapur,2017-18,3510,3510,ok
20,68,Wholesale,Kulthi,23,Nabarangapur,2018-19,4472,4472,ok
20,68,Wholesale,Kulthi,24,Nayagarh,2013-14,2508,2508,ok
20,68,Wholesale,Kulthi,24,Nayagarh,2014-15,2750,2750,ok
20,68,Wholesale,Kulthi,24,Nayagarh,2015-16,3021,3021,ok
20,68,Wholesale,Kulthi,24,Nayagarh,2016-17,3302,3302,ok
20,68,Wholesale,Kulthi,24,Nayagarh,2017-18,3556,3556,ok
20,68,Wholesale,Kulthi,24,Nayagarh,2018-19,2830,2830,ok
20,68,Wholesale,Kulthi,25,Nuapara,2013-14,2872,2872,ok
20,68,Wholesale,Kulthi,25,Nuapara,2014-15,3028,3028,ok
20,68,Wholesale,Kulthi,25,Nuapara,2015-16,3409,3409,ok
20,68,Wholesale,Kulthi,25,Nuapara,2016-17,3440,3440,ok
20,68,Wholesale,Kulthi,25,Nuapara,2017-18,3708,3708,ok
20,68,Wholesale,Kulthi,25,Nuapara,2018-19,4721,4721,ok
20,68,Wholesale,Kulthi,26,Puri,2013-14,2667,2667,ok
20,68,Wholesale,Kulthi,26,Puri,2014-15,2800,2800,ok
20,68,Wholesale,Kulthi,26,Puri,2015-16,3099,3099,ok
20,68,Wholesale,Kulthi,26,Puri,2016-17,3167,3167,ok
20,68,Wholesale,Kulthi,26,Puri,2017-18,3133,3133,ok
20,68,Wholesale,Kulthi,26,Puri,2018-19,2878,2878,ok
20,68,Wholesale,Kulthi,27,Rayagada,2013-14,2667,2667,ok
20,68,Wholesale,Kulthi,27,Rayagada,2014-15,2750,2750,ok
20,68,Wholesale,Kulthi,27,Rayagada,2015-16,3340,3340,ok
20,68,Wholesale,Kulthi,27,Rayagada,2016-17,3321,3321,ok
20,68,Wholesale,Kulthi,27,Rayagada,2017-18,3567,3567,ok
20,68,Wholesale,Kulthi,27,Rayagada,2018-19,3200,3200,ok
20,68,Wholesale,Kulthi,28,Sambalpur,2013-14,2500,2500,ok
20,68,Wholesale,Kulthi,28,Sambalpur,2014-15,3007,3007,ok
20,68,Wholesale,Kulthi,28,Sambalpur,2015-16,3397,3397,ok
20,68,Wholesale,Kulthi,28,Sambalpur,2016-17,3421,3421,ok
20,68,Wholesale,Kulthi,28,Sambalpur,2017-18,3717,3717,ok
20,68,Wholesale,Kulthi,28,Sambalpur,2018-19,3708,3708,ok
20,68,Wholesale,Kulthi,29,Sonepur,2013-14,2580,2580,ok
20,68,Wholesale,Kulthi,29,Sonepur,2014-15,2900,2900,ok
20,68,Wholesale,Kulthi,29,Sonepur,2015-16,3409,3409,ok
20,68,Wholesale,Kulthi,29,Sonepur,2016-17,3417,3417,ok
20,68,Wholesale,Kulthi,29,Sonepur,2017-18,3740,3740,ok
20,68,Wholesale,Kulthi,29,Sonepur,2018-19,3333,3333,ok
20,68,Wholesale,Kulthi,30,Sundargarh,2013-14,2620,2620,ok
20,68,Wholesale,Kulthi,30,Sundargarh,2014-15,2900,2900,ok
20,68,Wholesale,Kulthi,30,Sundargarh,2015-16,3564,3564,ok
20,68,Wholesale,Kulthi,30,Sundargarh,2016-17,3500,3500,ok
20,68,Wholesale,Kulthi,30,Sundargarh,2017-18,3792,3792,ok
20,68,Wholesale,Kulthi,30,Sundargarh,2018-19,5038,5038,ok
21,69,Wholesale,Til,1,Angul,2013-14,4252,4252,ok
21,69,Wholesale,Til,1,Angul,2014-15,4839,4839,ok
21,69,Wholesale,Til,1,Angul,2015-16,5151,5151,ok
21,69,Wholesale,Til,1,Angul,2016-17,5292,5292,ok
21,69,Wholesale,Til,1,Angul,2017-18,5735,5735,ok
21,69,Wholesale,Til,1,Angul,2018-19,6893,6893,ok
21,69,Wholesale,Til,2,Balasore,2013-14,4050,4050,ok
21,69,Wholesale,Til,2,Balasore,2014-15,4876,4876,ok
21,69,Wholesale,Til,2,Balasore,2015-16,5462,5462,ok
21,69,Wholesale,Til,2,Balasore,2016-17,5467,5467,ok
21,69,Wholesale,Til,2,Balasore,2017-18,5733,5733,ok
21,69,Wholesale,Til,2,Balasore,2018-19,8000,8000,ok
21,69,Wholesale,Til,3,Bargarh,2013-14,3850,3850,ok
21,69,Wholesale,Til,3,Bargarh,2014-15,4900,4900,ok
21,69,Wholesale,Til,3,Bargarh,2015-16,5483,5483,ok
21,69,Wholesale,Til,3,Bargarh,2016-17,5500,5500,ok
21,69,Wholesale,Til,3,Bargarh,2017-18,5850,5850,ok
21,69,Wholesale,Til,3,Bargarh,2018-19,8142,8142,ok
21,69,Wholesale,Til,4,Bhadrak,2013-14,-,,dash
21,69,Wholesale,Til,4,Bhadrak,2014-15,-,,dash
21,69,Wholesale,Til,4,Bhadrak,2015-16,-,,dash
21,69,Wholesale,Til,4,Bhadrak,2016-17,5400,5400,ok
21,69,Wholesale,Til,4,Bhadrak,2017-18,5500,5500,ok
21,69,Wholesale,Til,4,Bhadrak,2018-19,8400,8400,ok
21,69,Wholesale,Til,5,Bolangir,2013-14,4227,4227,ok
21,69,Wholesale,Til,5,Bolangir,2014-15,4850,4850,ok
21,69,Wholesale,Til,5,Bolangir,2015-16,5321,5321,ok
21,69,Wholesale,Til,5,Bolangir,2016-17,5437,5437,ok
21,69,Wholesale,Til,5,Bolangir,2017-18,5502,5502,ok
21,69,Wholesale,Til,5,Bolangir,2018-19,8502,8502,ok
21,69,Wholesale,Til,6,Boudh,2013-14,4667,4667,ok
21,69,Wholesale,Til,6,Boudh,2014-15,5000,5000,ok
21,69,Wholesale,Til,6,Boudh,2015-16,5483,5483,ok
21,69,Wholesale,Til,6,Boudh,2016-17,5485,5485,ok
21,69,Wholesale,Til,6,Boudh,2017-18,5250,5250,ok
21,69,Wholesale,Til,6,Boudh,2018-19,8850,8850,ok
21,69,Wholesale,Til,7,Cuttack,2013-14,4063,4063,ok
21,69,Wholesale,Til,7,Cuttack,2014-15,4900,4900,ok
21,69,Wholesale,Til,7,Cuttack,2015-16,5375,5375,ok
21,69,Wholesale,Til,7,Cuttack,2016-17,5400,5400,ok
21,69,Wholesale,Til,7,Cuttack,2017-18,,,blank
21,69,Wholesale,Til,7,Cuttack,2018-19,,,blank
21,69,Wholesale,Til,8,Deogarh,2013-14,,,blank
21,69,Wholesale,Til,8,Deogarh,2014-15,,,blank
21,69,Wholesale,Til,8,Deogarh,2015-16,,,blank
21,69,Wholesale,Til,8,Deogarh,2016-17,5387,5387,ok
21,69,Wholesale,Til,8,Deogarh,2017-18,5496,5496,ok
21,69,Wholesale,Til,8,Deogarh,2018-19,7000,7000,ok
21,69,Wholesale,Til,9,Dhenkanal,2013-14,4300,4300,ok
21,69,Wholesale,Til,9,Dhenkanal,2014-15,4800,4800,ok
21,69,Wholesale,Til,9,Dhenkanal,2015-16,5160,5160,ok
21,69,Wholesale,Til,9,Dhenkanal,2016-17,5300,5300,ok
21,69,Wholesale,Til,9,Dhenkanal,2017-18,5420,5420,ok
21,69,Wholesale,Til,9,Dhenkanal,2018-19,9000,9000,ok
21,69,Wholesale,Til,10,Gajpati,2013-14,3852,3852,ok
21,69,Wholesale,Til,10,Gajpati,2014-15,4850,4850,ok
21,69,Wholesale,Til,10,Gajpati,2015-16,4838,4838,ok
21,69,Wholesale,Til,10,Gajpati,2016-17,5000,5000,ok
21,69,Wholesale,Til,10,Gajpati,2017-18,5383,5383,ok
21,69,Wholesale,Til,10,Gajpati,2018-19,9250,9250,ok
21,69,Wholesale,Til,11,Ganjam,2013-14,3837,3837,ok
21,69,Wholesale,Til,11,Ganjam,2014-15,4850,4850,ok
21,69,Wholesale,Til,11,Ganjam,2015-16,4838,4838,ok
21,69,Wholesale,Til,11,Ganjam,2016-17,5067,5067,ok
21,69,Wholesale,Til,11,Ganjam,2017-18,5467,5467,ok
21,69,Wholesale,Til,11,Ganjam,2018-19,9654,9654,ok
21,69,Wholesale,Til,12,Jagatsinghpur,2013-14,-,,dash
21,69,Wholesale,Til,12,Jagatsinghpur,2014-15,-,,dash
21,69,Wholesale,Til,12,Jagatsinghpur,2015-16,-,,dash
21,69,Wholesale,Til,12,Jagatsinghpur,2016-17,-,,dash
21,69,Wholesale,Til,12,Jagatsinghpur,2017-18,-,,dash
21,69,Wholesale,Til,12,Jagatsinghpur,2018-19,-,,dash
21,69,Wholesale,Til,13,Jajpur,2013-14,-,,dash
21,69,Wholesale,Til,13,Jajpur,2014-15,-,,dash
21,69,Wholesale,Til,13,Jajpur,2015-16,-,,dash
21,69,Wholesale,Til,13,Jajpur,2016-17,-,,dash
21,69,Wholesale,Til,13,Jajpur,2017-18,-,,dash
21,69,Wholesale,Til,13,Jajpur,2018-19,-,,dash
21,69,Wholesale,Til,14,Jharsuguda,2013-14,4498,4498,ok
21,69,Wholesale,Til,14,Jharsuguda,2014-15,5100,5100,ok
21,69,Wholesale,Til,14,Jharsuguda,2015-16,5483,5483,ok
21,69,Wholesale,Til,14,Jharsuguda,2016-17,5485,5485,ok
21,69,Wholesale,Til,14,Jharsuguda,2017-18,5529,5529,ok
21,69,Wholesale,Til,14,Jharsuguda,2018-19,8000,8000,ok
21,69,Wholesale,Til,15,Kalahandi,2013-14,4527,4527,ok
21,69,Wholesale,Til,15,Kalahandi,2014-15,5175,5175,ok
21,69,Wholesale,Til,15,Kalahandi,2015-16,5429,5429,ok
21,69,Wholesale,Til,15,Kalahandi,2016-17,5600,5600,ok
21,69,Wholesale,Til,15,Kalahandi,2017-18,5750,5750,ok
