reference_year,source_report,pdf_page,table_no,sl_no,district_as_published,is_state_total,land_use_category,measure,unit,raw_value,value,cell_status
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Forest,area,'000 ha,64,64,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Forest,pct_of_area_under_survey,%,10.98,10.98,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Land put to non-agricultural uses,area,'000 ha,64,64,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,10.98,10.98,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Barren and un-cultivable land,area,'000 ha,57,57,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Barren and un-cultivable land,pct_of_area_under_survey,%,9.78,9.78,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Permanent pastures and other grazing land,area,'000 ha,25,25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,4.29,4.29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,0.34,0.34,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Cultivable waste,area,'000 ha,39,39,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Cultivable waste,pct_of_area_under_survey,%,6.69,6.69,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Old fallows,area,'000 ha,33,33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Old fallows,pct_of_area_under_survey,%,5.66,5.66,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Current fallows,area,'000 ha,35,35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Current fallows,pct_of_area_under_survey,%,6.00,6.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Net area sown,area,'000 ha,264,264,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Net area sown,pct_of_area_under_survey,%,45.28,45.28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Total area under survey,area,'000 ha,583,583,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Total area under survey,pct_of_geographical_area,%,69.74,69.74,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Area not included under survey,area,'000 ha,253,253,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,15,Kalahandi,0,Geographical area,area,'000 ha,836,836,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Forest,area,'000 ha,143,143,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Forest,pct_of_area_under_survey,%,32.43,32.43,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Land put to non-agricultural uses,area,'000 ha,17,17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,3.85,3.85,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Barren and un-cultivable land,area,'000 ha,134,134,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Barren and un-cultivable land,pct_of_area_under_survey,%,30.39,30.39,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Permanent pastures and other grazing land,area,'000 ha,15,15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,3.40,3.40,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,0.45,0.45,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Cultivable waste,area,'000 ha,12,12,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Cultivable waste,pct_of_area_under_survey,%,2.72,2.72,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Old fallows,area,'000 ha,33,33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Old fallows,pct_of_area_under_survey,%,7.48,7.48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Current fallows,area,'000 ha,30,30,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Current fallows,pct_of_area_under_survey,%,6.80,6.80,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Net area sown,area,'000 ha,55,55,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Net area sown,pct_of_area_under_survey,%,12.47,12.47,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Total area under survey,area,'000 ha,441,441,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Total area under survey,pct_of_geographical_area,%,57.65,57.65,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Area not included under survey,area,'000 ha,324,324,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,16,Kandhamal,0,Geographical area,area,'000 ha,765,765,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Forest,area,'000 ha,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Forest,pct_of_area_under_survey,%,0.87,0.87,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Land put to non-agricultural uses,area,'000 ha,46,46,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,20.00,20.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Barren and un-cultivable land,area,'000 ha,1,1,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Barren and un-cultivable land,pct_of_area_under_survey,%,0.43,0.43,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Permanent pastures and other grazing land,area,'000 ha,10,10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,4.35,4.35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,0.87,0.87,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Cultivable waste,area,'000 ha,5,5,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Cultivable waste,pct_of_area_under_survey,%,2.17,2.17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Old fallows,area,'000 ha,10,10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Old fallows,pct_of_area_under_survey,%,4.35,4.35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Current fallows,area,'000 ha,17,17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Current fallows,pct_of_area_under_survey,%,7.39,7.39,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Net area sown,area,'000 ha,137,137,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Net area sown,pct_of_area_under_survey,%,59.57,59.57,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Total area under survey,area,'000 ha,230,230,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Total area under survey,pct_of_geographical_area,%,90.20,90.20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Area not included under survey,area,'000 ha,25,25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,17,Kendrapara,0,Geographical area,area,'000 ha,255,255,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Forest,area,'000 ha,142,142,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Forest,pct_of_area_under_survey,%,21.91,21.91,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Land put to non-agricultural uses,area,'000 ha,76,76,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,11.73,11.73,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Barren and un-cultivable land,area,'000 ha,72,72,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Barren and un-cultivable land,pct_of_area_under_survey,%,11.11,11.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Permanent pastures and other grazing land,area,'000 ha,24,24,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,3.70,3.70,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,6,6,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,0.93,0.93,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Cultivable waste,area,'000 ha,47,47,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Cultivable waste,pct_of_area_under_survey,%,7.25,7.25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Old fallows,area,'000 ha,42,42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Old fallows,pct_of_area_under_survey,%,6.48,6.48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Current fallows,area,'000 ha,50,50,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Current fallows,pct_of_area_under_survey,%,7.72,7.72,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Net area sown,area,'000 ha,189,189,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Net area sown,pct_of_area_under_survey,%,29.17,29.17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Total area under survey,area,'000 ha,648,648,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Total area under survey,pct_of_geographical_area,%,78.07,78.07,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Area not included under survey,area,'000 ha,182,182,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,18,Keonjhar,0,Geographical area,area,'000 ha,830,830,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Forest,area,'000 ha,35,35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Forest,pct_of_area_under_survey,%,12.77,12.77,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Land put to non-agricultural uses,area,'000 ha,54,54,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,19.71,19.71,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Barren and un-cultivable land,area,'000 ha,17,17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Barren and un-cultivable land,pct_of_area_under_survey,%,6.20,6.20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Permanent pastures and other grazing land,area,'000 ha,18,18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,6.57,6.57,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,18,18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,6.57,6.57,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Cultivable waste,area,'000 ha,17,17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Cultivable waste,pct_of_area_under_survey,%,6.20,6.20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Old fallows,area,'000 ha,17,17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Old fallows,pct_of_area_under_survey,%,6.20,6.20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Current fallows,area,'000 ha,9,9,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Current fallows,pct_of_area_under_survey,%,3.28,3.28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Net area sown,area,'000 ha,89,89,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Net area sown,pct_of_area_under_survey,%,32.48,32.48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Total area under survey,area,'000 ha,274,274,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Total area under survey,pct_of_geographical_area,%,94.81,94.81,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Area not included under survey,area,'000 ha,15,15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,19,Khurda,0,Geographical area,area,'000 ha,289,289,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Forest,area,'000 ha,80,80,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Forest,pct_of_area_under_survey,%,13.33,13.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Land put to non-agricultural uses,area,'000 ha,47,47,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,7.83,7.83,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Barren and un-cultivable land,area,'000 ha,146,146,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Barren and un-cultivable land,pct_of_area_under_survey,%,24.33,24.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Permanent pastures and other grazing land,area,'000 ha,22,22,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,3.67,3.67,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,35,35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,5.83,5.83,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Cultivable waste,area,'000 ha,21,21,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Cultivable waste,pct_of_area_under_survey,%,3.50,3.50,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Old fallows,area,'000 ha,34,34,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Old fallows,pct_of_area_under_survey,%,5.67,5.67,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Current fallows,area,'000 ha,55,55,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Current fallows,pct_of_area_under_survey,%,9.17,9.17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Net area sown,area,'000 ha,160,160,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Net area sown,pct_of_area_under_survey,%,26.67,26.67,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Total area under survey,area,'000 ha,600,600,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Total area under survey,pct_of_geographical_area,%,75.95,75.95,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Area not included under survey,area,'000 ha,190,190,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,20,Koraput,0,Geographical area,area,'000 ha,790,790,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Forest,area,'000 ha,138,138,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Forest,pct_of_area_under_survey,%,32.62,32.62,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Land put to non-agricultural uses,area,'000 ha,44,44,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Land put to non-agricultural uses,pct_of_area_under_survey,%,10.40,10.40,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Barren and un-cultivable land,area,'000 ha,48,48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Barren and un-cultivable land,pct_of_area_under_survey,%,11.35,11.35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Permanent pastures and other grazing land,area,'000 ha,17,17,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Permanent pastures and other grazing land,pct_of_area_under_survey,%,4.02,4.02,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Land under misc. tree crops & groves not included in net area sown,area,'000 ha,8,8,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Land under misc. tree crops & groves not included in net area sown,pct_of_area_under_survey,%,1.89,1.89,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Cultivable waste,area,'000 ha,9,9,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Cultivable waste,pct_of_area_under_survey,%,2.13,2.13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Old fallows,area,'000 ha,9,9,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Old fallows,pct_of_area_under_survey,%,2.13,2.13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Current fallows,area,'000 ha,10,10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Current fallows,pct_of_area_under_survey,%,2.36,2.36,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Net area sown,area,'000 ha,140,140,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Net area sown,pct_of_area_under_survey,%,33.10,33.10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Total area under survey,area,'000 ha,423,423,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Total area under survey,pct_of_geographical_area,%,68.34,68.34,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Area not included under survey,area,'000 ha,196,196,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,21,Malkangiri,0,Geographical area,area,'000 ha,619,619,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Forest,area,'000 ha,75,75,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,65,1.1,22,Mayurbhanj,0,Forest,pct_of_area_under_survey,%,10.73,10.73,ok
