reference_year,source_report,pdf_page,table_no,crop_table,product,sl_no,district_as_published,is_state_total,season,measure,unit,raw_value,value,cell_status
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,8,Deogarh,0,Winter,yield_rate,qtl/ha,39.67,39.67,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,8,Deogarh,0,Winter,yield_rate,qtl/ha,26.18,26.18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,8,Deogarh,0,Winter,production,'000 MT,127.05,127.05,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,8,Deogarh,0,Winter,production,'000 MT,83.85,83.85,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,8,Deogarh,0,Summer,area,'000 ha,0.01,0.01,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,8,Deogarh,0,Summer,yield_rate,qtl/ha,21.88,21.88,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,8,Deogarh,0,Summer,yield_rate,qtl/ha,14.50,14.50,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,8,Deogarh,0,Summer,production,'000 MT,0.02,0.02,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,8,Deogarh,0,Summer,production,'000 MT,0.01,0.01,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,8,Deogarh,0,Total,area,'000 ha,40.11,40.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,8,Deogarh,0,Total,yield_rate,qtl/ha,37.98,37.98,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,8,Deogarh,0,Total,yield_rate,qtl/ha,25.07,25.07,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,8,Deogarh,0,Total,production,'000 MT,152.33,152.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,8,Deogarh,0,Total,production,'000 MT,100.53,100.53,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Autumn,area,'000 ha,1.69,1.69,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Autumn,yield_rate,qtl/ha,35.77,35.77,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,9,Dhenkanal,0,Autumn,yield_rate,qtl/ha,23.61,23.61,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Autumn,production,'000 MT,6.04,6.04,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,9,Dhenkanal,0,Autumn,production,'000 MT,3.99,3.99,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Winter,area,'000 ha,90.95,90.95,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Winter,yield_rate,qtl/ha,55.42,55.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,9,Dhenkanal,0,Winter,yield_rate,qtl/ha,36.58,36.58,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Winter,production,'000 MT,504.04,504.04,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,9,Dhenkanal,0,Winter,production,'000 MT,332.67,332.67,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Summer,area,'000 ha,0.29,0.29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Summer,yield_rate,qtl/ha,35.09,35.09,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,9,Dhenkanal,0,Summer,yield_rate,qtl/ha,23.16,23.16,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Summer,production,'000 MT,1.03,1.03,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,9,Dhenkanal,0,Summer,production,'000 MT,0.68,0.68,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Total,area,'000 ha,92.93,92.93,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Total,yield_rate,qtl/ha,55.00,55.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,9,Dhenkanal,0,Total,yield_rate,qtl/ha,36.30,36.30,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,9,Dhenkanal,0,Total,production,'000 MT,511.11,511.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,9,Dhenkanal,0,Total,production,'000 MT,337.34,337.34,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Autumn,area,'000 ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,10,Gajapati,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Autumn,production,'000 MT,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,10,Gajapati,0,Autumn,production,'000 MT,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Winter,area,'000 ha,33.27,33.27,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Winter,yield_rate,qtl/ha,33.13,33.13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,10,Gajapati,0,Winter,yield_rate,qtl/ha,21.86,21.86,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Winter,production,'000 MT,110.20,110.20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,10,Gajapati,0,Winter,production,'000 MT,72.73,72.73,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Summer,area,'000 ha,1.56,1.56,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Summer,yield_rate,qtl/ha,30.46,30.46,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,10,Gajapati,0,Summer,yield_rate,qtl/ha,20.10,20.10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Summer,production,'000 MT,4.74,4.74,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,10,Gajapati,0,Summer,production,'000 MT,3.13,3.13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Total,area,'000 ha,34.83,34.83,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Total,yield_rate,qtl/ha,33.01,33.01,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,10,Gajapati,0,Total,yield_rate,qtl/ha,21.79,21.79,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,10,Gajapati,0,Total,production,'000 MT,114.94,114.94,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,10,Gajapati,0,Total,production,'000 MT,75.86,75.86,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Autumn,area,'000 ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,11,Ganjam,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Autumn,production,'000 MT,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,11,Ganjam,0,Autumn,production,'000 MT,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Winter,area,'000 ha,263.91,263.91,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Winter,yield_rate,qtl/ha,41.06,41.06,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,11,Ganjam,0,Winter,yield_rate,qtl/ha,27.10,27.10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Winter,production,'000 MT,1083.62,1083.62,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,11,Ganjam,0,Winter,production,'000 MT,715.19,715.19,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Summer,area,'000 ha,0.54,0.54,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Summer,yield_rate,qtl/ha,45.58,45.58,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,11,Ganjam,0,Summer,yield_rate,qtl/ha,30.08,30.08,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Summer,production,'000 MT,2.44,2.44,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,11,Ganjam,0,Summer,production,'000 MT,1.61,1.61,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Total,area,'000 ha,264.45,264.45,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Total,yield_rate,qtl/ha,41.07,41.07,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,11,Ganjam,0,Total,yield_rate,qtl/ha,27.11,27.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,11,Ganjam,0,Total,production,'000 MT,1086.06,1086.06,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,11,Ganjam,0,Total,production,'000 MT,716.80,716.80,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Autumn,area,'000 ha,0.32,0.32,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Autumn,yield_rate,qtl/ha,25.42,25.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,12,Jagatsinghpur,0,Autumn,yield_rate,qtl/ha,16.78,16.78,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Autumn,production,'000 MT,0.83,0.83,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,12,Jagatsinghpur,0,Autumn,production,'000 MT,0.55,0.55,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Winter,area,'000 ha,79.64,79.64,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Winter,yield_rate,qtl/ha,40.46,40.46,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,12,Jagatsinghpur,0,Winter,yield_rate,qtl/ha,26.71,26.71,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Winter,production,'000 MT,322.27,322.27,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,12,Jagatsinghpur,0,Winter,production,'000 MT,212.70,212.70,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Summer,area,'000 ha,1.28,1.28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Summer,yield_rate,qtl/ha,48.41,48.41,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,12,Jagatsinghpur,0,Summer,yield_rate,qtl/ha,31.95,31.95,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Summer,production,'000 MT,6.20,6.20,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,12,Jagatsinghpur,0,Summer,production,'000 MT,4.09,4.09,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Total,area,'000 ha,81.24,81.24,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Total,yield_rate,qtl/ha,40.53,40.53,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,12,Jagatsinghpur,0,Total,yield_rate,qtl/ha,26.75,26.75,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,12,Jagatsinghpur,0,Total,production,'000 MT,329.30,329.30,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,12,Jagatsinghpur,0,Total,production,'000 MT,217.34,217.34,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Autumn,area,'000 ha,18.11,18.11,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Autumn,yield_rate,qtl/ha,23.70,23.70,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,13,Jajpur,0,Autumn,yield_rate,qtl/ha,15.64,15.64,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Autumn,production,'000 MT,42.91,42.91,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,13,Jajpur,0,Autumn,production,'000 MT,28.32,28.32,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Winter,area,'000 ha,107.28,107.28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Winter,yield_rate,qtl/ha,36.21,36.21,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,13,Jajpur,0,Winter,yield_rate,qtl/ha,23.90,23.90,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Winter,production,'000 MT,388.46,388.46,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,13,Jajpur,0,Winter,production,'000 MT,256.38,256.38,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Summer,area,'000 ha,3.77,3.77,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Summer,yield_rate,qtl/ha,40.41,40.41,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,13,Jajpur,0,Summer,yield_rate,qtl/ha,26.67,26.67,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Summer,production,'000 MT,15.23,15.23,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,13,Jajpur,0,Summer,production,'000 MT,10.05,10.05,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Total,area,'000 ha,129.16,129.16,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Total,yield_rate,qtl/ha,34.58,34.58,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,13,Jajpur,0,Total,yield_rate,qtl/ha,22.82,22.82,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,13,Jajpur,0,Total,production,'000 MT,446.60,446.60,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,13,Jajpur,0,Total,production,'000 MT,294.75,294.75,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Autumn,area,'000 ha,5.46,5.46,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Autumn,yield_rate,qtl/ha,17.35,17.35,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,14,Jharsuguda,0,Autumn,yield_rate,qtl/ha,11.45,11.45,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Autumn,production,'000 MT,9.47,9.47,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,14,Jharsuguda,0,Autumn,production,'000 MT,6.25,6.25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Winter,area,'000 ha,29.72,29.72,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Winter,yield_rate,qtl/ha,40.27,40.27,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,14,Jharsuguda,0,Winter,yield_rate,qtl/ha,26.58,26.58,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Winter,production,'000 MT,119.69,119.69,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,14,Jharsuguda,0,Winter,production,'000 MT,79.00,79.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Summer,area,'000 ha,1.95,1.95,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Summer,yield_rate,qtl/ha,59.02,59.02,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,14,Jharsuguda,0,Summer,yield_rate,qtl/ha,38.95,38.95,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Summer,production,'000 MT,11.52,11.52,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,14,Jharsuguda,0,Summer,production,'000 MT,7.60,7.60,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Total,area,'000 ha,37.13,37.13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Total,yield_rate,qtl/ha,37.88,37.88,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,14,Jharsuguda,0,Total,yield_rate,qtl/ha,25.00,25.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,14,Jharsuguda,0,Total,production,'000 MT,140.68,140.68,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,14,Jharsuguda,0,Total,production,'000 MT,92.85,92.85,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,15,Kalahandi,0,Autumn,area,'000 ha,12.88,12.88,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,15,Kalahandi,0,Autumn,yield_rate,qtl/ha,24.92,24.92,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,15,Kalahandi,0,Autumn,yield_rate,qtl/ha,16.45,16.45,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,15,Kalahandi,0,Autumn,production,'000 MT,32.10,32.10,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,15,Kalahandi,0,Autumn,production,'000 MT,21.18,21.18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,15,Kalahandi,0,Winter,area,'000 ha,194.85,194.85,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,15,Kalahandi,0,Winter,yield_rate,qtl/ha,45.87,45.87,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,15,Kalahandi,0,Winter,yield_rate,qtl/ha,30.27,30.27,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,15,Kalahandi,0,Winter,production,'000 MT,893.70,893.70,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,15,Kalahandi,0,Winter,production,'000 MT,589.84,589.84,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,15,Kalahandi,0,Summer,area,'000 ha,56.15,56.15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,paddy,15,Kalahandi,0,Summer,yield_rate,qtl/ha,53.83,53.83,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,74,5.1,Paddy,rice,15,Kalahandi,0,Summer,yield_rate,qtl/ha,35.53,35.53,ok
