reference_year,source_report,pdf_page,table_no,crop_table,product,sl_no,district_as_published,is_state_total,season,measure,unit,raw_value,value,cell_status
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,4,Bargarh,0,Total,yield_rate,qtl/ha,18.37,18.37,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,4,Bargarh,0,Total,production,qtl,124416,124416,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Summer,area,ha,1,1,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Summer,yield_rate,qtl/ha,29.07,29.07,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Summer,production,qtl,29,29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Total,area,ha,1,1,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Total,yield_rate,qtl/ha,29.00,29.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,5,Bhadrak,0,Total,production,qtl,29,29,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Autumn,area,ha,89,89,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Autumn,yield_rate,qtl/ha,13.05,13.05,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Autumn,production,qtl,1161,1161,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Winter,area,ha,23,23,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Winter,yield_rate,qtl/ha,13.44,13.44,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Winter,production,qtl,309,309,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Total,area,ha,112,112,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Total,yield_rate,qtl/ha,13.13,13.13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,6,Boudh,0,Total,production,qtl,1470,1470,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Autumn,area,ha,122,122,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Autumn,yield_rate,qtl/ha,16.15,16.15,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Autumn,production,qtl,1970,1970,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Summer,area,ha,1329,1329,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Summer,yield_rate,qtl/ha,23.48,23.48,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Summer,production,qtl,31205,31205,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Total,area,ha,1451,1451,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Total,yield_rate,qtl/ha,22.86,22.86,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,7,Cuttack,0,Total,production,qtl,33175,33175,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Autumn,area,ha,182,182,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Autumn,yield_rate,qtl/ha,30.99,30.99,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Autumn,production,qtl,5640,5640,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Summer,area,ha,120,120,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Summer,yield_rate,qtl/ha,38.57,38.57,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Summer,production,qtl,4628,4628,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Total,area,ha,302,302,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Total,yield_rate,qtl/ha,34.00,34.00,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,8,Deogarh,0,Total,production,qtl,10268,10268,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Autumn,area,ha,76,76,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Autumn,yield_rate,qtl/ha,16.62,16.62,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Autumn,production,qtl,1263,1263,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Winter,area,ha,1346,1346,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Winter,yield_rate,qtl/ha,21.73,21.73,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Winter,production,qtl,29249,29249,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Summer,area,ha,284,284,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Summer,yield_rate,qtl/ha,23.61,23.61,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Summer,production,qtl,6705,6705,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Total,area,ha,1706,1706,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Total,yield_rate,qtl/ha,21.82,21.82,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,9,Dhenkanal,0,Total,production,qtl,37217,37217,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Autumn,area,ha,116,116,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Autumn,yield_rate,qtl/ha,17.58,17.58,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Autumn,production,qtl,2039,2039,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Summer,area,ha,185,185,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Summer,yield_rate,qtl/ha,15.95,15.95,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Summer,production,qtl,2951,2951,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Total,area,ha,301,301,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Total,yield_rate,qtl/ha,16.58,16.58,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,10,Gajapati,0,Total,production,qtl,4990,4990,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Autumn,area,ha,342,342,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Autumn,yield_rate,qtl/ha,18.39,18.39,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Autumn,production,qtl,6289,6289,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Winter,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Winter,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Summer,area,ha,2499,2499,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Summer,yield_rate,qtl/ha,24.02,24.02,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Summer,production,qtl,60026,60026,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Total,area,ha,2841,2841,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Total,yield_rate,qtl/ha,23.34,23.34,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,11,Ganjam,0,Total,production,qtl,66315,66315,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Autumn,area,ha,2,2,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Autumn,yield_rate,qtl/ha,10.88,10.88,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Autumn,production,qtl,22,22,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Winter,area,ha,13,13,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Winter,yield_rate,qtl/ha,18.25,18.25,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Winter,production,qtl,237,237,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Summer,area,ha,121,121,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Summer,yield_rate,qtl/ha,25.82,25.82,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Summer,production,qtl,3124,3124,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Total,area,ha,136,136,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Total,yield_rate,qtl/ha,24.88,24.88,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,12,Jagatsinghpur,0,Total,production,qtl,3383,3383,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Winter,area,ha,36,36,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Winter,yield_rate,qtl/ha,26.18,26.18,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Winter,production,qtl,942,942,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Summer,area,ha,9483,9483,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Summer,yield_rate,qtl/ha,21.59,21.59,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Summer,production,qtl,204738,204738,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Total,area,ha,9519,9519,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Total,yield_rate,qtl/ha,21.61,21.61,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,13,Jajpur,0,Total,production,qtl,205680,205680,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Autumn,area,ha,28,28,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Autumn,yield_rate,qtl/ha,15.33,15.33,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Autumn,production,qtl,429,429,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Winter,area,ha,5,5,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Winter,yield_rate,qtl/ha,13.93,13.93,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Winter,production,qtl,70,70,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Summer,area,ha,357,357,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Summer,yield_rate,qtl/ha,19.91,19.91,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Summer,production,qtl,7108,7108,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Total,area,ha,390,390,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Total,yield_rate,qtl/ha,19.51,19.51,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,14,Jharsuguda,0,Total,production,qtl,7607,7607,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Autumn,area,ha,701,701,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Autumn,yield_rate,qtl/ha,13.99,13.99,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Autumn,production,qtl,9807,9807,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Winter,area,ha,3,3,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Winter,yield_rate,qtl/ha,14.49,14.49,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Winter,production,qtl,43,43,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Summer,area,ha,642,642,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Summer,yield_rate,qtl/ha,12.79,12.79,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Summer,production,qtl,8211,8211,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Total,area,ha,1346,1346,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Total,yield_rate,qtl/ha,13.42,13.42,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,15,Kalahandi,0,Total,production,qtl,18061,18061,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Autumn,area,ha,57,57,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Autumn,yield_rate,qtl/ha,10.62,10.62,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Autumn,production,qtl,605,605,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Winter,area,ha,73,73,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Winter,yield_rate,qtl/ha,10.47,10.47,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Winter,production,qtl,764,764,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Summer,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Summer,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Summer,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Total,area,ha,130,130,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Total,yield_rate,qtl/ha,10.53,10.53,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,16,Kandhamal,0,Total,production,qtl,1369,1369,ok
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,17,Kendrapada,0,Autumn,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,17,Kendrapada,0,Autumn,yield_rate,qtl/ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,17,Kendrapada,0,Autumn,production,qtl,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,17,Kendrapada,0,Winter,area,ha,-,,dash
2024-25,..\raw\earas\2024-25\Technical_Report_EARAS_2024-25_Odisha.pdf,82,5.9,Grountnut,grountnut,17,Kendrapada,0,Winter,yield_rate,qtl/ha,-,,dash
