Year,District,Block,Block_Urban,Season,Crop,Area_ha,Yield_qtl_per_ha,Production_qtls
2023-24,Angul,Athamallik,Block,Autumn,Paddy,,,
2023-24,Angul,Athamallik,Block,Winter,Paddy,13544,54.54,738634
2023-24,Angul,Athamallik,Block,Summer,Paddy,999,48.57,48523
2023-24,Angul,Angul,Block,Autumn,Paddy,,,
2023-24,Angul,Angul,Block,Winter,Paddy,18309,51.67,946082
2023-24,Angul,Angul,Block,Summer,Paddy,,,
2023-24,Angul,Banarpal,Block,Autumn,Paddy,,,
2023-24,Angul,Banarpal,Block,Winter,Paddy,13085,54.9,718412
2023-24,Angul,Banarpal,Block,Summer,Paddy,,,
2023-24,Angul,Kishorenagar,Block,Autumn,Paddy,,,
2023-24,Angul,Kishorenagar,Block,Winter,Paddy,21900,55.64,1218578
2023-24,Angul,Kishorenagar,Block,Summer,Paddy,6,37.46,225
2023-24,Angul,Chhendipada,Block,Autumn,Paddy,3,32.57,98
2023-24,Angul,Chhendipada,Block,Winter,Paddy,16251,46.68,758545
2023-24,Angul,Chhendipada,Block,Summer,Paddy,,,
2023-24,Angul,Kaniha,Block,Autumn,Paddy,134,31.48,4218
2023-24,Angul,Kaniha,Block,Winter,Paddy,22210,42.42,942194
2023-24,Angul,Kaniha,Block,Summer,Paddy,,,
2023-24,Angul,Talcher,Block,Autumn,Paddy,,,
2023-24,Angul,Talcher,Block,Winter,Paddy,460,51.49,23685
2023-24,Angul,Talcher,Block,Summer,Paddy,,,
2023-24,Angul,Palalahada,Block,Autumn,Paddy,3015,30.36,91544
2023-24,Angul,Palalahada,Block,Winter,Paddy,9882,46.27,457214
2023-24,Angul,Palalahada,Block,Summer,Paddy,,,
2023-24,Angul,Urban,Urban,Autumn,Paddy,66,30.41,2007
2023-24,Angul,Urban,Urban,Winter,Paddy,1157,52.96,61280
2023-24,Angul,Urban,Urban,Summer,Paddy,2,48.57,97
2023-24,Balangir,Bangamunda,Block,Autumn,Paddy,1016,32.36,32876
2023-24,Balangir,Bangamunda,Block,Winter,Paddy,9774,44.62,436130
2023-24,Balangir,Bangamunda,Block,Summer,Paddy,124,28.46,3530
2023-24,Balangir,Titilagarh,Block,Autumn,Paddy,2410,30.35,73152
2023-24,Balangir,Titilagarh,Block,Winter,Paddy,14031,47.26,663119
2023-24,Balangir,Titilagarh,Block,Summer,Paddy,184,40.71,7490
2023-24,Balangir,Saintala,Block,Autumn,Paddy,2049,29.54,60534
2023-24,Balangir,Saintala,Block,Winter,Paddy,10435,46.97,490094
2023-24,Balangir,Saintala,Block,Summer,Paddy,220,57.72,12699
2023-24,Balangir,Muribahal,Block,Autumn,Paddy,1937,21.16,40990
2023-24,Balangir,Muribahal,Block,Winter,Paddy,11435,33.19,379522
2023-24,Balangir,Muribahal,Block,Summer,Paddy,10,28.07,281
2023-24,Balangir,Tureikela,Block,Autumn,Paddy,3045,18.62,56695
2023-24,Balangir,Tureikela,Block,Winter,Paddy,9278,30.62,284097
2023-24,Balangir,Tureikela,Block,Summer,Paddy,176,35.04,6167
2023-24,Balangir,Belapada,Block,Autumn,Paddy,5690,27.56,156820
2023-24,Balangir,Belapada,Block,Winter,Paddy,9533,29.74,283514
2023-24,Balangir,Belapada,Block,Summer,Paddy,50,50.01,2501
2023-24,Balangir,Khaprakhol,Block,Autumn,Paddy,2887,31.21,90109
2023-24,Balangir,Khaprakhol,Block,Winter,Paddy,12132,42.43,514808
2023-24,Balangir,Khaprakhol,Block,Summer,Paddy,622,38.76,24111
2023-24,Balangir,Patnagarh,Block,Autumn,Paddy,827,21.91,18119
2023-24,Balangir,Patnagarh,Block,Winter,Paddy,18225,40.5,738199
2023-24,Balangir,Patnagarh,Block,Summer,Paddy,798,40.61,32404
2023-24,Balangir,Deogaon,Block,Autumn,Paddy,2653,35.87,95152
2023-24,Balangir,Deogaon,Block,Winter,Paddy,9705,49.19,477368
2023-24,Balangir,Deogaon,Block,Summer,Paddy,1259,44.77,56372
2023-24,Balangir,Tentulikhunti,Block,Autumn,Paddy,1189,37.61,44719
2023-24,Balangir,Tentulikhunti,Block,Winter,Paddy,4812,39.69,191001
2023-24,Balangir,Tentulikhunti,Block,Summer,Paddy,575,47.35,27224
2023-24,Balangir,Pointala,Block,Autumn,Paddy,1668,37.48,62509
2023-24,Balangir,Pointala,Block,Winter,Paddy,6751,44.24,298662
2023-24,Balangir,Pointala,Block,Summer,Paddy,223,39.04,8706
2023-24,Balangir,Balangir,Block,Autumn,Paddy,1678,37.2,62425
2023-24,Balangir,Balangir,Block,Winter,Paddy,6092,45.01,274204
2023-24,Balangir,Balangir,Block,Summer,Paddy,330,46.17,15236
2023-24,Balangir,Loisingha,Block,Autumn,Paddy,3369,24.71,83254
2023-24,Balangir,Loisingha,Block,Winter,Paddy,7780,53.38,415290
2023-24,Balangir,Loisingha,Block,Summer,Paddy,885,44.03,38962
2023-24,Balangir,Agalpur,Block,Autumn,Paddy,5047,20.15,101714
2023-24,Balangir,Agalpur,Block,Winter,Paddy,8290,35.65,295505
2023-24,Balangir,Agalpur,Block,Summer,Paddy,723,48.07,34752
2023-24,Balangir,Urban,Urban,Autumn,Paddy,202,27.14,5481
2023-24,Balangir,Urban,Urban,Winter,Paddy,775,41.34,32035
2023-24,Balangir,Urban,Urban,Summer,Paddy,,,
2023-24,Balasore,Khaira,Block,Autumn,Paddy,,,
2023-24,Balasore,Khaira,Block,Winter,Paddy,18689,43.43,811636
2023-24,Balasore,Khaira,Block,Summer,Paddy,142,36.31,5157
2023-24,Balasore,Simulia,Block,Autumn,Paddy,,,
2023-24,Balasore,Simulia,Block,Winter,Paddy,12763,42.51,542500
2023-24,Balasore,Simulia,Block,Summer,Paddy,324,55.22,17892
2023-24,Balasore,Soro,Block,Autumn,Paddy,,,
2023-24,Balasore,Soro,Block,Winter,Paddy,10577,28.05,296731
2023-24,Balasore,Soro,Block,Summer,Paddy,590,30.06,17737
2023-24,Balasore,Oupada,Block,Autumn,Paddy,,,
2023-24,Balasore,Oupada,Block,Winter,Paddy,8697,30.59,266083
2023-24,Balasore,Oupada,Block,Summer,Paddy,5,23.82,119
2023-24,Balasore,Nilagiri,Block,Autumn,Paddy,,,
2023-24,Balasore,Nilagiri,Block,Winter,Paddy,15644,45.52,712164
2023-24,Balasore,Nilagiri,Block,Summer,Paddy,11,47.26,520
2023-24,Balasore,Bahanaga,Block,Autumn,Paddy,,,
2023-24,Balasore,Bahanaga,Block,Winter,Paddy,16156,33.66,543821
2023-24,Balasore,Bahanaga,Block,Summer,Paddy,885,45.51,40279
2023-24,Balasore,Remuna,Block,Autumn,Paddy,,,
2023-24,Balasore,Remuna,Block,Winter,Paddy,14015,41.32,579070
2023-24,Balasore,Remuna,Block,Summer,Paddy,1172,49.22,57683
2023-24,Balasore,Balasore,Block,Autumn,Paddy,,,
2023-24,Balasore,Balasore,Block,Winter,Paddy,21740,42.59,925833
2023-24,Balasore,Balasore,Block,Summer,Paddy,3417,43.54,148761
2023-24,Balasore,Basta,Block,Autumn,Paddy,,,
2023-24,Balasore,Basta,Block,Winter,Paddy,13859,40.78,565121
2023-24,Balasore,Basta,Block,Summer,Paddy,6099,50.95,310727
2023-24,Balasore,Baliapal,Block,Autumn,Paddy,,,
2023-24,Balasore,Baliapal,Block,Winter,Paddy,14255,52.73,751623
2023-24,Balasore,Baliapal,Block,Summer,Paddy,10786,48.65,524737
2023-24,Balasore,Bhogarai,Block,Autumn,Paddy,,,
2023-24,Balasore,Bhogarai,Block,Winter,Paddy,11925,50.64,603869
2023-24,Balasore,Bhogarai,Block,Summer,Paddy,12250,60.97,746827
2023-24,Balasore,Jaleswar,Block,Autumn,Paddy,,,
2023-24,Balasore,Jaleswar,Block,Winter,Paddy,17419,44.97,783329
2023-24,Balasore,Jaleswar,Block,Summer,Paddy,16216,49.47,802171
2023-24,Balasore,Urban,Urban,Autumn,Paddy,,,
2023-24,Balasore,Urban,Urban,Winter,Paddy,3252,41.22,134055
2023-24,Balasore,Urban,Urban,Summer,Paddy,415,44.78,18583
2023-24,Baragarh,Paikmal,Block,Autumn,Paddy,7859,29.72,233561
2023-24,Baragarh,Paikmal,Block,Winter,Paddy,21980,56.67,1245521
2023-24,Baragarh,Paikmal,Block,Summer,Paddy,3252,38.38,124805
2023-24,Baragarh,Padmapur,Block,Autumn,Paddy,7542,30.05,226619
2023-24,Baragarh,Padmapur,Block,Winter,Paddy,19250,56.85,1094297
2023-24,Baragarh,Padmapur,Block,Summer,Paddy,2161,47.62,102907
2023-24,Baragarh,Gaisilet,Block,Autumn,Paddy,6519,23.06,150361
2023-24,Baragarh,Gaisilet,Block,Winter,Paddy,12078,48.6,586944
2023-24,Baragarh,Gaisilet,Block,Summer,Paddy,379,42.12,15963
2023-24,Baragarh,Bijepur,Block,Autumn,Paddy,4811,36.73,176713
2023-24,Baragarh,Bijepur,Block,Winter,Paddy,9652,45.21,436405
2023-24,Baragarh,Bijepur,Block,Summer,Paddy,5005,66.97,335163
2023-24,Baragarh,Sohela,Block,Autumn,Paddy,2121,37.29,79097
2023-24,Baragarh,Sohela,Block,Winter,Paddy,19647,55.8,1096393
2023-24,Baragarh,Sohela,Block,Summer,Paddy,4606,62.73,288934
2023-24,Baragarh,Jharbandh,Block,Autumn,Paddy,7854,35.08,275508
2023-24,Baragarh,Jharbandh,Block,Winter,Paddy,15850,56.5,895460
2023-24,Baragarh,Jharbandh,Block,Summer,Paddy,2219,45.71,101432
2023-24,Baragarh,Barapalli,Block,Autumn,Paddy,148,35.44,5245
2023-24,Baragarh,Barapalli,Block,Winter,Paddy,15969,60.73,969773
2023-24,Baragarh,Barapalli,Block,Summer,Paddy,13910,61.1,849939
2023-24,Baragarh,Bheden,Block,Autumn,Paddy,239,48.28,11540
2023-24,Baragarh,Bheden,Block,Winter,Paddy,22520,59.28,1334926
2023-24,Baragarh,Bheden,Block,Summer,Paddy,22130,52.01,1150954
2023-24,Baragarh,Attabira,Block,Autumn,Paddy,184,34.11,6276
2023-24,Baragarh,Attabira,Block,Winter,Paddy,22226,60.5,1344749
2023-24,Baragarh,Attabira,Block,Summer,Paddy,19460,53.37,1038578
2023-24,Baragarh,Bargarh,Block,Autumn,Paddy,432,22.3,9634
2023-24,Baragarh,Bargarh,Block,Winter,Paddy,22954,35.72,820006
2023-24,Baragarh,Bargarh,Block,Summer,Paddy,20401,47.26,964096
2023-24,Baragarh,Bhattali,Block,Autumn,Paddy,2802,23.33,65358
2023-24,Baragarh,Bhattali,Block,Winter,Paddy,12981,40.38,524214
2023-24,Baragarh,Bhattali,Block,Summer,Paddy,6456,48.47,312936
2023-24,Baragarh,Ambabhana,Block,Autumn,Paddy,1651,31.27,51632
2023-24,Baragarh,Ambabhana,Block,Winter,Paddy,10383,54.55,566415
2023-24,Baragarh,Ambabhana,Block,Summer,Paddy,452,56.87,25706
2023-24,Baragarh,Urban,Urban,Autumn,Paddy,186,29.77,5537
2023-24,Baragarh,Urban,Urban,Winter,Paddy,1562,53.27,83204
2023-24,Baragarh,Urban,Urban,Summer,Paddy,1145,51.19,58608
2023-24,Bhadrak,Bhandaripokhari,Block,Autumn,Paddy,,,
2023-24,Bhadrak,Bhandaripokhari,Block,Winter,Paddy,14506,46.94,680941
2023-24,Bhadrak,Bhandaripokhari,Block,Summer,Paddy,438,41.2,18044
2023-24,Bhadrak,Dhamanagar,Block,Autumn,Paddy,,,
2023-24,Bhadrak,Dhamanagar,Block,Winter,Paddy,14667,36.13,529957
2023-24,Bhadrak,Dhamanagar,Block,Summer,Paddy,203,37.48,7608
2023-24,Bhadrak,Chandabali,Block,Autumn,Paddy,,,
2023-24,Bhadrak,Chandabali,Block,Winter,Paddy,29218,26.25,767105
2023-24,Bhadrak,Chandabali,Block,Summer,Paddy,431,42.76,18430
2023-24,Bhadrak,Tihidi,Block,Autumn,Paddy,,,
2023-24,Bhadrak,Tihidi,Block,Winter,Paddy,20849,41.59,867128
2023-24,Bhadrak,Tihidi,Block,Summer,Paddy,86,34.27,2947
2023-24,Bhadrak,Bhadrak,Block,Autumn,Paddy,,,
2023-24,Bhadrak,Bhadrak,Block,Winter,Paddy,19983,42.2,843344
2023-24,Bhadrak,Bhadrak,Block,Summer,Paddy,187,36.34,6796
2023-24,Bhadrak,Bonth,Block,Autumn,Paddy,,,
2023-24,Bhadrak,Bonth,Block,Winter,Paddy,15648,52.59,823001
2023-24,Bhadrak,Bonth,Block,Summer,Paddy,457,44.52,20345
2023-24,Bhadrak,Basudevpur,Block,Autumn,Paddy,,,
2023-24,Bhadrak,Basudevpur,Block,Winter,Paddy,25264,41.5,1048337
2023-24,Bhadrak,Basudevpur,Block,Summer,Paddy,212,45.46,9637
2023-24,Bhadrak,Urban,Urban,Autumn,Paddy,,,
2023-24,Bhadrak,Urban,Urban,Winter,Paddy,3994,35.03,139917
2023-24,Bhadrak,Urban,Urban,Summer,Paddy,13,41.23,536
2023-24,Boudh,Hadabhanga,Block,Autumn,Paddy,30,36.49,1095
2023-24,Boudh,Hadabhanga,Block,Winter,Paddy,17240,43.24,745536
2023-24,Boudh,Hadabhanga,Block,Summer,Paddy,210,47.51,9978
2023-24,Boudh,Boudh,Block,Autumn,Paddy,204,38.17,7787
2023-24,Boudh,Boudh,Block,Winter,Paddy,22233,49.88,1109033
2023-24,Boudh,Boudh,Block,Summer,Paddy,1104,46.53,51371
2023-24,Boudh,Kantamal,Block,Autumn,Paddy,713,38.61,27530
2023-24,Boudh,Kantamal,Block,Winter,Paddy,21134,54,1141176
2023-24,Boudh,Kantamal,Block,Summer,Paddy,1975,54.12,106890
2023-24,Boudh,Urban,Urban,Autumn,Paddy,1,38.17,38
2023-24,Boudh,Urban,Urban,Winter,Paddy,545,49.88,27186
2023-24,Boudh,Urban,Urban,Summer,Paddy,260,46.53,12098
2023-24,Cuttack,Narasinghpur,Block,Autumn,Paddy,47,37.82,1778
2023-24,Cuttack,Narasinghpur,Block,Winter,Paddy,10638,41.76,444230
2023-24,Cuttack,Narasinghpur,Block,Summer,Paddy,,,
2023-24,Cuttack,Badamba,Block,Autumn,Paddy,263,40.77,10722
2023-24,Cuttack,Badamba,Block,Winter,Paddy,8660,42.04,364048
2023-24,Cuttack,Badamba,Block,Summer,Paddy,,,
2023-24,Cuttack,Banki,Block,Autumn,Paddy,67,25.73,1724
2023-24,Cuttack,Banki,Block,Winter,Paddy,8848,46.34,410005
2023-24,Cuttack,Banki,Block,Summer,Paddy,497,60.95,30290
2023-24,Cuttack,Dampada,Block,Autumn,Paddy,,,
2023-24,Cuttack,Dampada,Block,Winter,Paddy,6751,34.79,234848
2023-24,Cuttack,Dampada,Block,Summer,Paddy,993,53.8,53428
2023-24,Cuttack,Tigiria,Block,Autumn,Paddy,,,
2023-24,Cuttack,Tigiria,Block,Winter,Paddy,2943,48.4,142434
2023-24,Cuttack,Tigiria,Block,Summer,Paddy,,,
2023-24,Cuttack,Athagarh,Block,Autumn,Paddy,,,
2023-24,Cuttack,Athagarh,Block,Winter,Paddy,8981,44.03,395445
2023-24,Cuttack,Athagarh,Block,Summer,Paddy,,,
2023-24,Cuttack,Cuttack-Sadar,Block,Autumn,Paddy,,,
2023-24,Cuttack,Cuttack-Sadar,Block,Winter,Paddy,5160,44.12,227679
2023-24,Cuttack,Cuttack-Sadar,Block,Summer,Paddy,1,33.07,33
2023-24,Cuttack,Baranga,Block,Autumn,Paddy,,,
2023-24,Cuttack,Baranga,Block,Winter,Paddy,4070,48.07,195659
2023-24,Cuttack,Baranga,Block,Summer,Paddy,24,46.06,1105
2023-24,Cuttack,Kantapada,Block,Autumn,Paddy,76,26.77,2034
2023-24,Cuttack,Kantapada,Block,Winter,Paddy,5001,44.23,221178
2023-24,Cuttack,Kantapada,Block,Summer,Paddy,142,46.83,6650
2023-24,Cuttack,Salepur,Block,Autumn,Paddy,,,
2023-24,Cuttack,Salepur,Block,Winter,Paddy,8760,58.08,508744
2023-24,Cuttack,Salepur,Block,Summer,Paddy,,,
2023-24,Cuttack,Tangi-Chowdwar,Block,Autumn,Paddy,,,
2023-24,Cuttack,Tangi-Chowdwar,Block,Winter,Paddy,8229,39.35,323828
2023-24,Cuttack,Tangi-Chowdwar,Block,Summer,Paddy,,,
2023-24,Cuttack,Mahanga,Block,Autumn,Paddy,,,
2023-24,Cuttack,Mahanga,Block,Winter,Paddy,8920,50.56,451011
2023-24,Cuttack,Mahanga,Block,Summer,Paddy,,,
2023-24,Cuttack,Nischintakoili,Block,Autumn,Paddy,,,
2023-24,Cuttack,Nischintakoili,Block,Winter,Paddy,9354,52.6,491982
2023-24,Cuttack,Nischintakoili,Block,Summer,Paddy,,,
2023-24,Cuttack,Niali,Block,Autumn,Paddy,111,30.48,3384
2023-24,Cuttack,Niali,Block,Winter,Paddy,8580,52.38,449391
2023-24,Cuttack,Niali,Block,Summer,Paddy,587,65.12,38225
2023-24,Cuttack,Urban,Urban,Autumn,Paddy,1,25.73,26
2023-24,Cuttack,Urban,Urban,Winter,Paddy,849,43.12,36606
2023-24,Cuttack,Urban,Urban,Summer,Paddy,20,51.65,1033
2023-24,Deogarh,Reamal,Block,Autumn,Paddy,4328,34.48,149237
2023-24,Deogarh,Reamal,Block,Winter,Paddy,6110,45.3,276764
2023-24,Deogarh,Reamal,Block,Summer,Paddy,19,31.32,595
2023-24,Deogarh,Tileibani,Block,Autumn,Paddy,2288,36.29,83024
2023-24,Deogarh,Tileibani,Block,Winter,Paddy,10151,49.03,497721
2023-24,Deogarh,Tileibani,Block,Summer,Paddy,167,28.69,4790
2023-24,Deogarh,Barkote,Block,Autumn,Paddy,4250,36.79,156341
2023-24,Deogarh,Barkote,Block,Winter,Paddy,10735,48.4,519521
2023-24,Deogarh,Barkote,Block,Summer,Paddy,54,26.72,1443
2023-24,Deogarh,Urban,Urban,Autumn,Paddy,120,34.48,4138
2023-24,Deogarh,Urban,Urban,Winter,Paddy,451,45.3,20429
2023-24,Deogarh,Urban,Urban,Summer,Paddy,,,
2023-24,Dhenkanal,Hindol,Block,Autumn,Paddy,1,30.26,30
2023-24,Dhenkanal,Hindol,Block,Winter,Paddy,11747,50.8,596758
2023-24,Dhenkanal,Hindol,Block,Summer,Paddy,,,
2023-24,Dhenkanal,Odapada,Block,Autumn,Paddy,38,31.43,1195
2023-24,Dhenkanal,Odapada,Block,Winter,Paddy,6418,49.91,320310
2023-24,Dhenkanal,Odapada,Block,Summer,Paddy,,,
2023-24,Dhenkanal,Dhenkanal-Sadar,Block,Autumn,Paddy,232,39.34,9126
2023-24,Dhenkanal,Dhenkanal-Sadar,Block,Winter,Paddy,9718,57.65,560202
2023-24,Dhenkanal,Dhenkanal-Sadar,Block,Summer,Paddy,155,42.27,6551
2023-24,Dhenkanal,Gandia,Block,Autumn,Paddy,198,33.73,6678
2023-24,Dhenkanal,Gandia,Block,Winter,Paddy,12545,56.53,709136
2023-24,Dhenkanal,Gandia,Block,Summer,Paddy,93,45.88,4267
2023-24,Dhenkanal,Bhuban,Block,Autumn,Paddy,54,34.03,1838
2023-24,Dhenkanal,Bhuban,Block,Winter,Paddy,9394,55.83,524458
2023-24,Dhenkanal,Bhuban,Block,Summer,Paddy,7,45.55,319
2023-24,Dhenkanal,Kamakshyanagar,Block,Autumn,Paddy,,11.2,
2023-24,Dhenkanal,Kamakshyanagar,Block,Winter,Paddy,11487,51.21,588294
2023-24,Dhenkanal,Kamakshyanagar,Block,Summer,Paddy,1,0,
2023-24,Dhenkanal,Parajanga,Block,Autumn,Paddy,19,30.49,579
2023-24,Dhenkanal,Parajanga,Block,Winter,Paddy,10512,51.16,537764
2023-24,Dhenkanal,Parajanga,Block,Summer,Paddy,,,
2023-24,Dhenkanal,Kankadahada,Block,Autumn,Paddy,95,32.76,3112
2023-24,Dhenkanal,Kankadahada,Block,Winter,Paddy,14919,51.59,769683
2023-24,Dhenkanal,Kankadahada,Block,Summer,Paddy,638,44.05,28103
2023-24,Dhenkanal,Urban,Urban,Autumn,Paddy,8,34.15,273
2023-24,Dhenkanal,Urban,Urban,Winter,Paddy,1552,54.95,85277
2023-24,Dhenkanal,Urban,Urban,Summer,Paddy,1,37.17,37
2023-24,Gajapati,Kashinagar,Block,Autumn,Paddy,,,
2023-24,Gajapati,Kashinagar,Block,Winter,Paddy,8397,38.62,324318
2023-24,Gajapati,Kashinagar,Block,Summer,Paddy,182,46.95,8544
2023-24,Gajapati,Paralakhemundi,Block,Autumn,Paddy,,,
2023-24,Gajapati,Paralakhemundi,Block,Winter,Paddy,11318,26.34,298132
2023-24,Gajapati,Paralakhemundi,Block,Summer,Paddy,551,26.75,14739
2023-24,Gajapati,Rayagada,Block,Autumn,Paddy,,,
2023-24,Gajapati,Rayagada,Block,Winter,Paddy,5351,34.02,182025
2023-24,Gajapati,Rayagada,Block,Summer,Paddy,30,24.85,746
2023-24,Gajapati,Gumma,Block,Autumn,Paddy,,,
2023-24,Gajapati,Gumma,Block,Winter,Paddy,5474,30.25,165576
2023-24,Gajapati,Gumma,Block,Summer,Paddy,199,27.46,5465
2023-24,Gajapati,Nuagarh,Block,Autumn,Paddy,,,
2023-24,Gajapati,Nuagarh,Block,Winter,Paddy,1489,45.37,67560
2023-24,Gajapati,Nuagarh,Block,Summer,Paddy,59,36.6,2160
2023-24,Gajapati,R. Udaygiri,Block,Autumn,Paddy,,,
2023-24,Gajapati,R. Udaygiri,Block,Winter,Paddy,1833,35.87,65757
2023-24,Gajapati,R. Udaygiri,Block,Summer,Paddy,153,33.09,5063
2023-24,Gajapati,Mohana,Block,Autumn,Paddy,,,
2023-24,Gajapati,Mohana,Block,Winter,Paddy,5597,22.3,124791
2023-24,Gajapati,Mohana,Block,Summer,Paddy,44,35.28,1552
2023-24,Gajapati,Urban,Urban,Autumn,Paddy,,,
2023-24,Gajapati,Urban,Urban,Winter,Paddy,174,31.51,5483
2023-24,Gajapati,Urban,Urban,Summer,Paddy,,,
2023-24,Ganjam,Patrapur,Block,Autumn,Paddy,,,
2023-24,Ganjam,Patrapur,Block,Winter,Paddy,14625,30.13,440701
2023-24,Ganjam,Patrapur,Block,Summer,Paddy,,,
2023-24,Ganjam,Chikiti,Block,Autumn,Paddy,,,
2023-24,Ganjam,Chikiti,Block,Winter,Paddy,10620,28.37,301278
2023-24,Ganjam,Chikiti,Block,Summer,Paddy,19,38.35,729
2023-24,Ganjam,Digapahandi,Block,Autumn,Paddy,,,
2023-24,Ganjam,Digapahandi,Block,Winter,Paddy,23371,29.34,685821
2023-24,Ganjam,Digapahandi,Block,Summer,Paddy,,,
2023-24,Ganjam,Sankhemundi,Block,Autumn,Paddy,,,
2023-24,Ganjam,Sankhemundi,Block,Winter,Paddy,13505,27.21,367498
2023-24,Ganjam,Sankhemundi,Block,Summer,Paddy,,,
2023-24,Ganjam,Kukudakhandi,Block,Autumn,Paddy,,,
2023-24,Ganjam,Kukudakhandi,Block,Winter,Paddy,12953,39.65,513647
2023-24,Ganjam,Kukudakhandi,Block,Summer,Paddy,5,32.66,163
2023-24,Ganjam,Rangeilunda,Block,Autumn,Paddy,,,
2023-24,Ganjam,Rangeilunda,Block,Winter,Paddy,13180,35.63,469616
2023-24,Ganjam,Rangeilunda,Block,Summer,Paddy,,,
2023-24,Ganjam,Chhatrapur,Block,Autumn,Paddy,414,42.43,17567
2023-24,Ganjam,Chhatrapur,Block,Winter,Paddy,8651,47.77,413230
2023-24,Ganjam,Chhatrapur,Block,Summer,Paddy,,,
2023-24,Ganjam,Hinjilikata,Block,Autumn,Paddy,,,
2023-24,Ganjam,Hinjilikata,Block,Winter,Paddy,8284,45.91,380294
2023-24,Ganjam,Hinjilikata,Block,Summer,Paddy,,,
2023-24,Ganjam,Seragarh,Block,Autumn,Paddy,,,
2023-24,Ganjam,Seragarh,Block,Winter,Paddy,7024,39.62,278284
2023-24,Ganjam,Seragarh,Block,Summer,Paddy,,,
2023-24,Ganjam,Dharakote,Block,Autumn,Paddy,,,
2023-24,Ganjam,Dharakote,Block,Winter,Paddy,11339,20.17,228752
2023-24,Ganjam,Dharakote,Block,Summer,Paddy,,,
2023-24,Ganjam,Sorada,Block,Autumn,Paddy,,,
2023-24,Ganjam,Sorada,Block,Winter,Paddy,10975,44.8,491626
2023-24,Ganjam,Sorada,Block,Summer,Paddy,,,
2023-24,Ganjam,Aska,Block,Autumn,Paddy,,,
2023-24,Ganjam,Aska,Block,Winter,Paddy,9697,41.05,398065
2023-24,Ganjam,Aska,Block,Summer,Paddy,,,
2023-24,Ganjam,Kabisuryanagar,Block,Autumn,Paddy,,,
2023-24,Ganjam,Kabisuryanagar,Block,Winter,Paddy,10141,36.33,368434
2023-24,Ganjam,Kabisuryanagar,Block,Summer,Paddy,,,
2023-24,Ganjam,Purusottampur,Block,Autumn,Paddy,,,
2023-24,Ganjam,Purusottampur,Block,Winter,Paddy,19210,38.88,746867
2023-24,Ganjam,Purusottampur,Block,Summer,Paddy,,,
2023-24,Ganjam,Ganjam,Block,Autumn,Paddy,,,
2023-24,Ganjam,Ganjam,Block,Winter,Paddy,5660,42.31,239465
2023-24,Ganjam,Ganjam,Block,Summer,Paddy,,,
2023-24,Ganjam,Khalikote,Block,Autumn,Paddy,3,53.13,159
2023-24,Ganjam,Khalikote,Block,Winter,Paddy,18188,54.46,990532
2023-24,Ganjam,Khalikote,Block,Summer,Paddy,,,
2023-24,Ganjam,Kodala,Block,Autumn,Paddy,,,
2023-24,Ganjam,Kodala,Block,Winter,Paddy,8340,47.01,392089
2023-24,Ganjam,Kodala,Block,Summer,Paddy,,,
2023-24,Ganjam,Polasara,Block,Autumn,Paddy,,,
2023-24,Ganjam,Polasara,Block,Winter,Paddy,11864,41.69,494588
2023-24,Ganjam,Polasara,Block,Summer,Paddy,,,
2023-24,Ganjam,Bhanjanagar,Block,Autumn,Paddy,,,
2023-24,Ganjam,Bhanjanagar,Block,Winter,Paddy,22069,43.23,953983
2023-24,Ganjam,Bhanjanagar,Block,Summer,Paddy,,,
2023-24,Ganjam,Belaguntha,Block,Autumn,Paddy,,,
2023-24,Ganjam,Belaguntha,Block,Winter,Paddy,11235,40.66,456813
2023-24,Ganjam,Belaguntha,Block,Summer,Paddy,,,
2023-24,Ganjam,Buguda,Block,Autumn,Paddy,,,
2023-24,Ganjam,Buguda,Block,Winter,Paddy,9503,34.53,328148
2023-24,Ganjam,Buguda,Block,Summer,Paddy,,,
2023-24,Ganjam,Jagannathprasad,Block,Autumn,Paddy,,,
2023-24,Ganjam,Jagannathprasad,Block,Winter,Paddy,21132,37.83,799503
2023-24,Ganjam,Jagannathprasad,Block,Summer,Paddy,,,
2023-24,Ganjam,Urban,Urban,Autumn,Paddy,3,46,138
2023-24,Ganjam,Urban,Urban,Winter,Paddy,7208,40.22,289919
2023-24,Ganjam,Urban,Urban,Summer,Paddy,,,
2023-24,Jagatsinghpur,Biridi,Block,Autumn,Paddy,,,
2023-24,Jagatsinghpur,Biridi,Block,Winter,Paddy,5434,50.85,276318
2023-24,Jagatsinghpur,Biridi,Block,Summer,Paddy,,,
2023-24,Jagatsinghpur,Raghunathpur,Block,Autumn,Paddy,,,
2023-24,Jagatsinghpur,Raghunathpur,Block,Winter,Paddy,5677,51.21,290730
2023-24,Jagatsinghpur,Raghunathpur,Block,Summer,Paddy,96,56.45,5419
2023-24,Jagatsinghpur,Jagatsinghpur,Block,Autumn,Paddy,,,
2023-24,Jagatsinghpur,Jagatsinghpur,Block,Winter,Paddy,9378,42.96,402832
2023-24,Jagatsinghpur,Jagatsinghpur,Block,Summer,Paddy,2,41.06,82
2023-24,Jagatsinghpur,Nuagaon,Block,Autumn,Paddy,53,32.6,1728
2023-24,Jagatsinghpur,Nuagaon,Block,Winter,Paddy,6716,37.47,251672
