Year,District,Block,Code,Block_Urban,Land Use Category,Area in Ha
2023-24,Khurda,Chilika,250,Block,Land_put_to_Non_Agricultural_use,7259
2023-24,Khurda,Chilika,250,Block,Barren_&_Non_Cultivable_land,1466
2023-24,Khurda,Chilika,250,Block,Permanent_Pastures_&_other_grazing_land,868
2023-24,Khurda,Chilika,250,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,916
2023-24,Khurda,Chilika,250,Block,Cultivable_Waste,1217
2023-24,Khurda,Chilika,250,Block,Old_Fallows,839
2023-24,Khurda,Chilika,250,Block,Current_Fallows,385
2023-24,Khurda,Chilika,250,Block,Net_Area_Sown_Irrigated,1374
2023-24,Khurda,Chilika,250,Block,Net_Area_Sown_Unirrigated,4706
2023-24,Khurda,Chilika,250,Block,Net_Area_Sown_Total,6080
2023-24,Khurda,Chilika,250,Block,Total_Area_under_Survey,19269
2023-24,Khurda,Banapur,251,Block,Forest,5993
2023-24,Khurda,Banapur,251,Block,Land_put_to_Non_Agricultural_use,4057
2023-24,Khurda,Banapur,251,Block,Barren_&_Non_Cultivable_land,10392
2023-24,Khurda,Banapur,251,Block,Permanent_Pastures_&_other_grazing_land,1051
2023-24,Khurda,Banapur,251,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1317
2023-24,Khurda,Banapur,251,Block,Cultivable_Waste,810
2023-24,Khurda,Banapur,251,Block,Old_Fallows,833
2023-24,Khurda,Banapur,251,Block,Current_Fallows,1468
2023-24,Khurda,Banapur,251,Block,Net_Area_Sown_Irrigated,5741
2023-24,Khurda,Banapur,251,Block,Net_Area_Sown_Unirrigated,6858
2023-24,Khurda,Banapur,251,Block,Net_Area_Sown_Total,12599
2023-24,Khurda,Banapur,251,Block,Total_Area_under_Survey,38520
2023-24,Khurda,Begunia,253,Block,Forest,1860
2023-24,Khurda,Begunia,253,Block,Land_put_to_Non_Agricultural_use,2794
2023-24,Khurda,Begunia,253,Block,Barren_&_Non_Cultivable_land,104
2023-24,Khurda,Begunia,253,Block,Permanent_Pastures_&_other_grazing_land,3126
2023-24,Khurda,Begunia,253,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,3564
2023-24,Khurda,Begunia,253,Block,Cultivable_Waste,3937
2023-24,Khurda,Begunia,253,Block,Old_Fallows,1648
2023-24,Khurda,Begunia,253,Block,Current_Fallows,856
2023-24,Khurda,Begunia,253,Block,Net_Area_Sown_Irrigated,124
2023-24,Khurda,Begunia,253,Block,Net_Area_Sown_Unirrigated,12992
2023-24,Khurda,Begunia,253,Block,Net_Area_Sown_Total,13116
2023-24,Khurda,Begunia,253,Block,Total_Area_under_Survey,31005
2023-24,Khurda,Khurda,254,Block,Forest,3776
2023-24,Khurda,Khurda,254,Block,Land_put_to_Non_Agricultural_use,3802
2023-24,Khurda,Khurda,254,Block,Barren_&_Non_Cultivable_land,2550
2023-24,Khurda,Khurda,254,Block,Permanent_Pastures_&_other_grazing_land,2343
2023-24,Khurda,Khurda,254,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,3097
2023-24,Khurda,Khurda,254,Block,Cultivable_Waste,3108
2023-24,Khurda,Khurda,254,Block,Old_Fallows,2623
2023-24,Khurda,Khurda,254,Block,Current_Fallows,1375
2023-24,Khurda,Khurda,254,Block,Net_Area_Sown_Irrigated,243
2023-24,Khurda,Khurda,254,Block,Net_Area_Sown_Unirrigated,7453
2023-24,Khurda,Khurda,254,Block,Net_Area_Sown_Total,7696
2023-24,Khurda,Khurda,254,Block,Total_Area_under_Survey,30370
2023-24,Khurda,Jatani,255,Block,Forest,2514
2023-24,Khurda,Jatani,255,Block,Land_put_to_Non_Agricultural_use,6408
2023-24,Khurda,Jatani,255,Block,Barren_&_Non_Cultivable_land,797
2023-24,Khurda,Jatani,255,Block,Permanent_Pastures_&_other_grazing_land,2378
2023-24,Khurda,Jatani,255,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1059
2023-24,Khurda,Jatani,255,Block,Cultivable_Waste,2997
2023-24,Khurda,Jatani,255,Block,Old_Fallows,2105
2023-24,Khurda,Jatani,255,Block,Current_Fallows,392
2023-24,Khurda,Jatani,255,Block,Net_Area_Sown_Irrigated,254
2023-24,Khurda,Jatani,255,Block,Net_Area_Sown_Unirrigated,2757
2023-24,Khurda,Jatani,255,Block,Net_Area_Sown_Total,3011
2023-24,Khurda,Jatani,255,Block,Total_Area_under_Survey,21661
2023-24,Khurda,Balipatna,258,Block,Forest,87
2023-24,Khurda,Balipatna,258,Block,Land_put_to_Non_Agricultural_use,2550
2023-24,Khurda,Balipatna,258,Block,Barren_&_Non_Cultivable_land,22
2023-24,Khurda,Balipatna,258,Block,Permanent_Pastures_&_other_grazing_land,546
2023-24,Khurda,Balipatna,258,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,588
2023-24,Khurda,Balipatna,258,Block,Cultivable_Waste,100
2023-24,Khurda,Balipatna,258,Block,Old_Fallows,366
2023-24,Khurda,Balipatna,258,Block,Current_Fallows,297
2023-24,Khurda,Balipatna,258,Block,Net_Area_Sown_Irrigated,9328
2023-24,Khurda,Balipatna,258,Block,Net_Area_Sown_Unirrigated,133
2023-24,Khurda,Balipatna,258,Block,Net_Area_Sown_Total,9461
2023-24,Khurda,Balipatna,258,Block,Total_Area_under_Survey,14017
2023-24,Khurda,Balianta,259,Block,Forest,394
2023-24,Khurda,Balianta,259,Block,Land_put_to_Non_Agricultural_use,3223
2023-24,Khurda,Balianta,259,Block,Barren_&_Non_Cultivable_land,58
2023-24,Khurda,Balianta,259,Block,Permanent_Pastures_&_other_grazing_land,554
2023-24,Khurda,Balianta,259,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,411
2023-24,Khurda,Balianta,259,Block,Cultivable_Waste,386
2023-24,Khurda,Balianta,259,Block,Old_Fallows,704
2023-24,Khurda,Balianta,259,Block,Current_Fallows,1326
2023-24,Khurda,Balianta,259,Block,Net_Area_Sown_Irrigated,6677
2023-24,Khurda,Balianta,259,Block,Net_Area_Sown_Unirrigated,59
2023-24,Khurda,Balianta,259,Block,Net_Area_Sown_Total,6736
2023-24,Khurda,Balianta,259,Block,Total_Area_under_Survey,13792
2023-24,Khurda,Bhubaneswar,260,Block,Forest,7673
2023-24,Khurda,Bhubaneswar,260,Block,Land_put_to_Non_Agricultural_use,4566
2023-24,Khurda,Bhubaneswar,260,Block,Barren_&_Non_Cultivable_land,1672
2023-24,Khurda,Bhubaneswar,260,Block,Permanent_Pastures_&_other_grazing_land,2999
2023-24,Khurda,Bhubaneswar,260,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,719
2023-24,Khurda,Bhubaneswar,260,Block,Cultivable_Waste,2786
2023-24,Khurda,Bhubaneswar,260,Block,Old_Fallows,2751
2023-24,Khurda,Bhubaneswar,260,Block,Current_Fallows,866
2023-24,Khurda,Bhubaneswar,260,Block,Net_Area_Sown_Irrigated,235
2023-24,Khurda,Bhubaneswar,260,Block,Net_Area_Sown_Unirrigated,3406
2023-24,Khurda,Bhubaneswar,260,Block,Net_Area_Sown_Total,3641
2023-24,Khurda,Bhubaneswar,260,Block,Total_Area_under_Survey,27673
2023-24,Khurda,Bolagarh,261,Block,Forest,1978
2023-24,Khurda,Bolagarh,261,Block,Land_put_to_Non_Agricultural_use,2358
2023-24,Khurda,Bolagarh,261,Block,Barren_&_Non_Cultivable_land,1857
2023-24,Khurda,Bolagarh,261,Block,Permanent_Pastures_&_other_grazing_land,1118
2023-24,Khurda,Bolagarh,261,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,942
2023-24,Khurda,Bolagarh,261,Block,Cultivable_Waste,778
2023-24,Khurda,Bolagarh,261,Block,Old_Fallows,1129
2023-24,Khurda,Bolagarh,261,Block,Current_Fallows,1557
2023-24,Khurda,Bolagarh,261,Block,Net_Area_Sown_Irrigated,121
2023-24,Khurda,Bolagarh,261,Block,Net_Area_Sown_Unirrigated,14126
2023-24,Khurda,Bolagarh,261,Block,Net_Area_Sown_Total,14247
2023-24,Khurda,Bolagarh,261,Block,Total_Area_under_Survey,25964
2023-24,Khurda,URBAN,,Urban,Forest,2440
2023-24,Khurda,URBAN,,Urban,Land_put_to_Non_Agricultural_use,4310
2023-24,Khurda,URBAN,,Urban,Barren_&_Non_Cultivable_land,1850
2023-24,Khurda,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,1526
2023-24,Khurda,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1540
2023-24,Khurda,URBAN,,Urban,Cultivable_Waste,1935
2023-24,Khurda,URBAN,,Urban,Old_Fallows,1430
2023-24,Khurda,URBAN,,Urban,Current_Fallows,913
2023-24,Khurda,URBAN,,Urban,Net_Area_Sown_Irrigated,508
2023-24,Khurda,URBAN,,Urban,Net_Area_Sown_Unirrigated,1275
2023-24,Khurda,URBAN,,Urban,Net_Area_Sown_Total,1783
2023-24,Khurda,URBAN,,Urban,Total_Area_under_Survey,17727
2023-24,Koraput,Boipariguda,164,Block,Forest,28421
2023-24,Koraput,Boipariguda,164,Block,Land_put_to_Non_Agricultural_use,4038
2023-24,Koraput,Boipariguda,164,Block,Barren_&_Non_Cultivable_land,5918
2023-24,Koraput,Boipariguda,164,Block,Permanent_Pastures_&_other_grazing_land,4174
2023-24,Koraput,Boipariguda,164,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,6522
2023-24,Koraput,Boipariguda,164,Block,Cultivable_Waste,3723
2023-24,Koraput,Boipariguda,164,Block,Old_Fallows,3889
2023-24,Koraput,Boipariguda,164,Block,Current_Fallows,4888
2023-24,Koraput,Boipariguda,164,Block,Net_Area_Sown_Irrigated,673
2023-24,Koraput,Boipariguda,164,Block,Net_Area_Sown_Unirrigated,15121
2023-24,Koraput,Boipariguda,164,Block,Net_Area_Sown_Total,15794
2023-24,Koraput,Boipariguda,164,Block,Total_Area_under_Survey,77367
2023-24,Koraput,Lamataput,165,Block,Forest,4363
2023-24,Koraput,Lamataput,165,Block,Land_put_to_Non_Agricultural_use,4124
2023-24,Koraput,Lamataput,165,Block,Barren_&_Non_Cultivable_land,17948
2023-24,Koraput,Lamataput,165,Block,Permanent_Pastures_&_other_grazing_land,1010
2023-24,Koraput,Lamataput,165,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,7808
2023-24,Koraput,Lamataput,165,Block,Cultivable_Waste,537
2023-24,Koraput,Lamataput,165,Block,Old_Fallows,1847
2023-24,Koraput,Lamataput,165,Block,Current_Fallows,5330
2023-24,Koraput,Lamataput,165,Block,Net_Area_Sown_Irrigated,5421
2023-24,Koraput,Lamataput,165,Block,Net_Area_Sown_Unirrigated,7293
2023-24,Koraput,Lamataput,165,Block,Net_Area_Sown_Total,12714
2023-24,Koraput,Lamataput,165,Block,Total_Area_under_Survey,55681
2023-24,Koraput,Nandapur,166,Block,Forest,3467
2023-24,Koraput,Nandapur,166,Block,Land_put_to_Non_Agricultural_use,2540
2023-24,Koraput,Nandapur,166,Block,Barren_&_Non_Cultivable_land,18386
2023-24,Koraput,Nandapur,166,Block,Permanent_Pastures_&_other_grazing_land,1164
2023-24,Koraput,Nandapur,166,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,2914
2023-24,Koraput,Nandapur,166,Block,Cultivable_Waste,1408
2023-24,Koraput,Nandapur,166,Block,Old_Fallows,2181
2023-24,Koraput,Nandapur,166,Block,Current_Fallows,5164
2023-24,Koraput,Nandapur,166,Block,Net_Area_Sown_Irrigated,3445
2023-24,Koraput,Nandapur,166,Block,Net_Area_Sown_Unirrigated,9734
2023-24,Koraput,Nandapur,166,Block,Net_Area_Sown_Total,13179
2023-24,Koraput,Nandapur,166,Block,Total_Area_under_Survey,50403
2023-24,Koraput,Patangi,167,Block,Forest,710
2023-24,Koraput,Patangi,167,Block,Land_put_to_Non_Agricultural_use,1519
2023-24,Koraput,Patangi,167,Block,Barren_&_Non_Cultivable_land,12192
2023-24,Koraput,Patangi,167,Block,Permanent_Pastures_&_other_grazing_land,587
2023-24,Koraput,Patangi,167,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,154
2023-24,Koraput,Patangi,167,Block,Cultivable_Waste,75
2023-24,Koraput,Patangi,167,Block,Old_Fallows,2137
2023-24,Koraput,Patangi,167,Block,Current_Fallows,1659
2023-24,Koraput,Patangi,167,Block,Net_Area_Sown_Irrigated,1859
2023-24,Koraput,Patangi,167,Block,Net_Area_Sown_Unirrigated,4679
2023-24,Koraput,Patangi,167,Block,Net_Area_Sown_Total,6538
2023-24,Koraput,Patangi,167,Block,Total_Area_under_Survey,25571
2023-24,Koraput,Similiguda,168,Block,Forest,1130
2023-24,Koraput,Similiguda,168,Block,Land_put_to_Non_Agricultural_use,2841
2023-24,Koraput,Similiguda,168,Block,Barren_&_Non_Cultivable_land,11440
2023-24,Koraput,Similiguda,168,Block,Permanent_Pastures_&_other_grazing_land,742
2023-24,Koraput,Similiguda,168,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,449
2023-24,Koraput,Similiguda,168,Block,Cultivable_Waste,1395
2023-24,Koraput,Similiguda,168,Block,Old_Fallows,2622
2023-24,Koraput,Similiguda,168,Block,Current_Fallows,5120
2023-24,Koraput,Similiguda,168,Block,Net_Area_Sown_Irrigated,4236
2023-24,Koraput,Similiguda,168,Block,Net_Area_Sown_Unirrigated,8083
2023-24,Koraput,Similiguda,168,Block,Net_Area_Sown_Total,12319
2023-24,Koraput,Similiguda,168,Block,Total_Area_under_Survey,38058
2023-24,Koraput,Koraput-Sadar,169,Block,Forest,2577
2023-24,Koraput,Koraput-Sadar,169,Block,Land_put_to_Non_Agricultural_use,3592
2023-24,Koraput,Koraput-Sadar,169,Block,Barren_&_Non_Cultivable_land,7064
2023-24,Koraput,Koraput-Sadar,169,Block,Permanent_Pastures_&_other_grazing_land,1407
2023-24,Koraput,Koraput-Sadar,169,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,2867
2023-24,Koraput,Koraput-Sadar,169,Block,Cultivable_Waste,715
2023-24,Koraput,Koraput-Sadar,169,Block,Old_Fallows,1262
2023-24,Koraput,Koraput-Sadar,169,Block,Current_Fallows,4267
2023-24,Koraput,Koraput-Sadar,169,Block,Net_Area_Sown_Irrigated,3542
2023-24,Koraput,Koraput-Sadar,169,Block,Net_Area_Sown_Unirrigated,6333
2023-24,Koraput,Koraput-Sadar,169,Block,Net_Area_Sown_Total,9875
2023-24,Koraput,Koraput-Sadar,169,Block,Total_Area_under_Survey,33626
2023-24,Koraput,Jeypore,170,Block,Forest,6058
2023-24,Koraput,Jeypore,170,Block,Land_put_to_Non_Agricultural_use,2582
2023-24,Koraput,Jeypore,170,Block,Barren_&_Non_Cultivable_land,14828
2023-24,Koraput,Jeypore,170,Block,Permanent_Pastures_&_other_grazing_land,1443
2023-24,Koraput,Jeypore,170,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1828
2023-24,Koraput,Jeypore,170,Block,Cultivable_Waste,481
2023-24,Koraput,Jeypore,170,Block,Old_Fallows,2909
2023-24,Koraput,Jeypore,170,Block,Current_Fallows,2469
2023-24,Koraput,Jeypore,170,Block,Net_Area_Sown_Irrigated,7329
2023-24,Koraput,Jeypore,170,Block,Net_Area_Sown_Unirrigated,2260
2023-24,Koraput,Jeypore,170,Block,Net_Area_Sown_Total,9589
2023-24,Koraput,Jeypore,170,Block,Total_Area_under_Survey,42187
2023-24,Koraput,Kundra,171,Block,Forest,8314
2023-24,Koraput,Kundra,171,Block,Land_put_to_Non_Agricultural_use,2630
2023-24,Koraput,Kundra,171,Block,Barren_&_Non_Cultivable_land,407
2023-24,Koraput,Kundra,171,Block,Permanent_Pastures_&_other_grazing_land,1428
2023-24,Koraput,Kundra,171,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1806
2023-24,Koraput,Kundra,171,Block,Cultivable_Waste,980
2023-24,Koraput,Kundra,171,Block,Old_Fallows,2397
2023-24,Koraput,Kundra,171,Block,Current_Fallows,2665
2023-24,Koraput,Kundra,171,Block,Net_Area_Sown_Irrigated,13340
2023-24,Koraput,Kundra,171,Block,Net_Area_Sown_Unirrigated,1441
2023-24,Koraput,Kundra,171,Block,Net_Area_Sown_Total,14781
2023-24,Koraput,Kundra,171,Block,Total_Area_under_Survey,35408
2023-24,Koraput,Kotapad,172,Block,Forest,4331
2023-24,Koraput,Kotapad,172,Block,Land_put_to_Non_Agricultural_use,4971
2023-24,Koraput,Kotapad,172,Block,Barren_&_Non_Cultivable_land,581
2023-24,Koraput,Kotapad,172,Block,Permanent_Pastures_&_other_grazing_land,1383
2023-24,Koraput,Kotapad,172,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,2383
2023-24,Koraput,Kotapad,172,Block,Cultivable_Waste,2225
2023-24,Koraput,Kotapad,172,Block,Old_Fallows,1836
2023-24,Koraput,Kotapad,172,Block,Current_Fallows,2040
2023-24,Koraput,Kotapad,172,Block,Net_Area_Sown_Irrigated,8558
2023-24,Koraput,Kotapad,172,Block,Net_Area_Sown_Unirrigated,11888
2023-24,Koraput,Kotapad,172,Block,Net_Area_Sown_Total,20446
2023-24,Koraput,Kotapad,172,Block,Total_Area_under_Survey,40196
2023-24,Koraput,Boriguma,173,Block,Forest,8157
2023-24,Koraput,Boriguma,173,Block,Land_put_to_Non_Agricultural_use,4415
2023-24,Koraput,Boriguma,173,Block,Barren_&_Non_Cultivable_land,6520
2023-24,Koraput,Boriguma,173,Block,Permanent_Pastures_&_other_grazing_land,2904
2023-24,Koraput,Boriguma,173,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,4521
2023-24,Koraput,Boriguma,173,Block,Cultivable_Waste,2102
2023-24,Koraput,Boriguma,173,Block,Old_Fallows,3199
2023-24,Koraput,Boriguma,173,Block,Current_Fallows,6671
2023-24,Koraput,Boriguma,173,Block,Net_Area_Sown_Irrigated,7537
2023-24,Koraput,Boriguma,173,Block,Net_Area_Sown_Unirrigated,13596
2023-24,Koraput,Boriguma,173,Block,Net_Area_Sown_Total,21133
2023-24,Koraput,Boriguma,173,Block,Total_Area_under_Survey,59622
2023-24,Koraput,Dasamantapur,174,Block,Forest,2690
2023-24,Koraput,Dasamantapur,174,Block,Land_put_to_Non_Agricultural_use,3039
2023-24,Koraput,Dasamantapur,174,Block,Barren_&_Non_Cultivable_land,24745
2023-24,Koraput,Dasamantapur,174,Block,Permanent_Pastures_&_other_grazing_land,1234
2023-24,Koraput,Dasamantapur,174,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1461
2023-24,Koraput,Dasamantapur,174,Block,Cultivable_Waste,883
2023-24,Koraput,Dasamantapur,174,Block,Old_Fallows,859
2023-24,Koraput,Dasamantapur,174,Block,Current_Fallows,6880
2023-24,Koraput,Dasamantapur,174,Block,Net_Area_Sown_Irrigated,4876
2023-24,Koraput,Dasamantapur,174,Block,Net_Area_Sown_Unirrigated,10776
2023-24,Koraput,Dasamantapur,174,Block,Net_Area_Sown_Total,15652
2023-24,Koraput,Dasamantapur,174,Block,Total_Area_under_Survey,57443
2023-24,Koraput,Laxmipur,175,Block,Forest,4186
2023-24,Koraput,Laxmipur,175,Block,Land_put_to_Non_Agricultural_use,1623
2023-24,Koraput,Laxmipur,175,Block,Barren_&_Non_Cultivable_land,10557
2023-24,Koraput,Laxmipur,175,Block,Permanent_Pastures_&_other_grazing_land,1153
2023-24,Koraput,Laxmipur,175,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1812
2023-24,Koraput,Laxmipur,175,Block,Cultivable_Waste,1222
2023-24,Koraput,Laxmipur,175,Block,Old_Fallows,2444
2023-24,Koraput,Laxmipur,175,Block,Current_Fallows,3745
2023-24,Koraput,Laxmipur,175,Block,Net_Area_Sown_Irrigated,1367
2023-24,Koraput,Laxmipur,175,Block,Net_Area_Sown_Unirrigated,2860
2023-24,Koraput,Laxmipur,175,Block,Net_Area_Sown_Total,4227
2023-24,Koraput,Laxmipur,175,Block,Total_Area_under_Survey,30969
2023-24,Koraput,Narayanpatna,176,Block,Forest,1024
2023-24,Koraput,Narayanpatna,176,Block,Land_put_to_Non_Agricultural_use,1181
2023-24,Koraput,Narayanpatna,176,Block,Barren_&_Non_Cultivable_land,4870
2023-24,Koraput,Narayanpatna,176,Block,Permanent_Pastures_&_other_grazing_land,341
2023-24,Koraput,Narayanpatna,176,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,287
2023-24,Koraput,Narayanpatna,176,Block,Cultivable_Waste,361
2023-24,Koraput,Narayanpatna,176,Block,Old_Fallows,892
2023-24,Koraput,Narayanpatna,176,Block,Current_Fallows,1902
2023-24,Koraput,Narayanpatna,176,Block,Net_Area_Sown_Irrigated,1817
2023-24,Koraput,Narayanpatna,176,Block,Net_Area_Sown_Unirrigated,3161
2023-24,Koraput,Narayanpatna,176,Block,Net_Area_Sown_Total,4978
2023-24,Koraput,Narayanpatna,176,Block,Total_Area_under_Survey,15836
2023-24,Koraput,Bandhugaon,177,Block,Forest,4028
2023-24,Koraput,Bandhugaon,177,Block,Land_put_to_Non_Agricultural_use,1646
2023-24,Koraput,Bandhugaon,177,Block,Barren_&_Non_Cultivable_land,4455
2023-24,Koraput,Bandhugaon,177,Block,Permanent_Pastures_&_other_grazing_land,600
2023-24,Koraput,Bandhugaon,177,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,102
2023-24,Koraput,Bandhugaon,177,Block,Cultivable_Waste,510
2023-24,Koraput,Bandhugaon,177,Block,Old_Fallows,744
2023-24,Koraput,Bandhugaon,177,Block,Current_Fallows,2006
2023-24,Koraput,Bandhugaon,177,Block,Net_Area_Sown_Irrigated,4005
2023-24,Koraput,Bandhugaon,177,Block,Net_Area_Sown_Unirrigated,3929
2023-24,Koraput,Bandhugaon,177,Block,Net_Area_Sown_Total,7934
2023-24,Koraput,Bandhugaon,177,Block,Total_Area_under_Survey,22025
2023-24,Koraput,URBAN,,Urban,Forest,2027
2023-24,Koraput,URBAN,,Urban,Land_put_to_Non_Agricultural_use,1040
2023-24,Koraput,URBAN,,Urban,Barren_&_Non_Cultivable_land,3569
2023-24,Koraput,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,499
