Year,District,Block,Code,Block_Urban,Land Use Category,Area in Ha
2023-24,Deogarh,Tileibani,293,Block,Barren_&_Non_Cultivable_land,1530
2023-24,Deogarh,Tileibani,293,Block,Permanent_Pastures_&_other_grazing_land,1871
2023-24,Deogarh,Tileibani,293,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,152
2023-24,Deogarh,Tileibani,293,Block,Cultivable_Waste,5287
2023-24,Deogarh,Tileibani,293,Block,Old_Fallows,1944
2023-24,Deogarh,Tileibani,293,Block,Current_Fallows,1154
2023-24,Deogarh,Tileibani,293,Block,Net_Area_Sown_Irrigated,1654
2023-24,Deogarh,Tileibani,293,Block,Net_Area_Sown_Unirrigated,12148
2023-24,Deogarh,Tileibani,293,Block,Net_Area_Sown_Total,13802
2023-24,Deogarh,Tileibani,293,Block,Total_Area_under_Survey,52319
2023-24,Deogarh,Barkote,294,Block,Forest,19669
2023-24,Deogarh,Barkote,294,Block,Land_put_to_Non_Agricultural_use,4225
2023-24,Deogarh,Barkote,294,Block,Barren_&_Non_Cultivable_land,717
2023-24,Deogarh,Barkote,294,Block,Permanent_Pastures_&_other_grazing_land,977
2023-24,Deogarh,Barkote,294,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,658
2023-24,Deogarh,Barkote,294,Block,Cultivable_Waste,2606
2023-24,Deogarh,Barkote,294,Block,Old_Fallows,2053
2023-24,Deogarh,Barkote,294,Block,Current_Fallows,2088
2023-24,Deogarh,Barkote,294,Block,Net_Area_Sown_Irrigated,956
2023-24,Deogarh,Barkote,294,Block,Net_Area_Sown_Unirrigated,14985
2023-24,Deogarh,Barkote,294,Block,Net_Area_Sown_Total,15941
2023-24,Deogarh,Barkote,294,Block,Total_Area_under_Survey,48934
2023-24,Deogarh,URBAN,,Urban,Forest,649
2023-24,Deogarh,URBAN,,Urban,Land_put_to_Non_Agricultural_use,104
2023-24,Deogarh,URBAN,,Urban,Barren_&_Non_Cultivable_land,63
2023-24,Deogarh,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,45
2023-24,Deogarh,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,11
2023-24,Deogarh,URBAN,,Urban,Cultivable_Waste,103
2023-24,Deogarh,URBAN,,Urban,Old_Fallows,74
2023-24,Deogarh,URBAN,,Urban,Current_Fallows,77
2023-24,Deogarh,URBAN,,Urban,Net_Area_Sown_Irrigated,14
2023-24,Deogarh,URBAN,,Urban,Net_Area_Sown_Unirrigated,548
2023-24,Deogarh,URBAN,,Urban,Net_Area_Sown_Total,562
2023-24,Deogarh,URBAN,,Urban,Total_Area_under_Survey,1688
2023-24,Dhenkanal,Hindol,83,Block,Forest,9161
2023-24,Dhenkanal,Hindol,83,Block,Land_put_to_Non_Agricultural_use,6314
2023-24,Dhenkanal,Hindol,83,Block,Barren_&_Non_Cultivable_land,4142
2023-24,Dhenkanal,Hindol,83,Block,Permanent_Pastures_&_other_grazing_land,2945
2023-24,Dhenkanal,Hindol,83,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1906
2023-24,Dhenkanal,Hindol,83,Block,Cultivable_Waste,7027
2023-24,Dhenkanal,Hindol,83,Block,Old_Fallows,5431
2023-24,Dhenkanal,Hindol,83,Block,Current_Fallows,4543
2023-24,Dhenkanal,Hindol,83,Block,Net_Area_Sown_Irrigated,729
2023-24,Dhenkanal,Hindol,83,Block,Net_Area_Sown_Unirrigated,12062
2023-24,Dhenkanal,Hindol,83,Block,Net_Area_Sown_Total,12791
2023-24,Dhenkanal,Hindol,83,Block,Total_Area_under_Survey,54260
2023-24,Dhenkanal,Odapada,84,Block,Forest,1965
2023-24,Dhenkanal,Odapada,84,Block,Land_put_to_Non_Agricultural_use,5140
2023-24,Dhenkanal,Odapada,84,Block,Barren_&_Non_Cultivable_land,429
2023-24,Dhenkanal,Odapada,84,Block,Permanent_Pastures_&_other_grazing_land,870
2023-24,Dhenkanal,Odapada,84,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1314
2023-24,Dhenkanal,Odapada,84,Block,Cultivable_Waste,6673
2023-24,Dhenkanal,Odapada,84,Block,Old_Fallows,4629
2023-24,Dhenkanal,Odapada,84,Block,Current_Fallows,3492
2023-24,Dhenkanal,Odapada,84,Block,Net_Area_Sown_Irrigated,1444
2023-24,Dhenkanal,Odapada,84,Block,Net_Area_Sown_Unirrigated,6438
2023-24,Dhenkanal,Odapada,84,Block,Net_Area_Sown_Total,7882
2023-24,Dhenkanal,Odapada,84,Block,Total_Area_under_Survey,32394
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Forest,4852
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Land_put_to_Non_Agricultural_use,4254
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Barren_&_Non_Cultivable_land,1268
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Permanent_Pastures_&_other_grazing_land,2789
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1769
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Cultivable_Waste,4008
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Old_Fallows,5183
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Current_Fallows,3849
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Net_Area_Sown_Irrigated,1816
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Net_Area_Sown_Unirrigated,9406
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Net_Area_Sown_Total,11222
2023-24,Dhenkanal,Dhenkanal-Sadar,85,Block,Total_Area_under_Survey,39194
2023-24,Dhenkanal,Gandia,86,Block,Forest,4795
2023-24,Dhenkanal,Gandia,86,Block,Land_put_to_Non_Agricultural_use,7601
2023-24,Dhenkanal,Gandia,86,Block,Barren_&_Non_Cultivable_land,497
2023-24,Dhenkanal,Gandia,86,Block,Permanent_Pastures_&_other_grazing_land,1161
2023-24,Dhenkanal,Gandia,86,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,2849
2023-24,Dhenkanal,Gandia,86,Block,Cultivable_Waste,1822
2023-24,Dhenkanal,Gandia,86,Block,Old_Fallows,3324
2023-24,Dhenkanal,Gandia,86,Block,Current_Fallows,4090
2023-24,Dhenkanal,Gandia,86,Block,Net_Area_Sown_Irrigated,488
2023-24,Dhenkanal,Gandia,86,Block,Net_Area_Sown_Unirrigated,13630
2023-24,Dhenkanal,Gandia,86,Block,Net_Area_Sown_Total,14118
2023-24,Dhenkanal,Gandia,86,Block,Total_Area_under_Survey,40257
2023-24,Dhenkanal,Bhuban,87,Block,Forest,973
2023-24,Dhenkanal,Bhuban,87,Block,Land_put_to_Non_Agricultural_use,4427
2023-24,Dhenkanal,Bhuban,87,Block,Barren_&_Non_Cultivable_land,496
2023-24,Dhenkanal,Bhuban,87,Block,Permanent_Pastures_&_other_grazing_land,647
2023-24,Dhenkanal,Bhuban,87,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,755
2023-24,Dhenkanal,Bhuban,87,Block,Cultivable_Waste,1293
2023-24,Dhenkanal,Bhuban,87,Block,Old_Fallows,1805
2023-24,Dhenkanal,Bhuban,87,Block,Current_Fallows,2149
2023-24,Dhenkanal,Bhuban,87,Block,Net_Area_Sown_Irrigated,4556
2023-24,Dhenkanal,Bhuban,87,Block,Net_Area_Sown_Unirrigated,6960
2023-24,Dhenkanal,Bhuban,87,Block,Net_Area_Sown_Total,11516
2023-24,Dhenkanal,Bhuban,87,Block,Total_Area_under_Survey,24061
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Forest,6822
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Land_put_to_Non_Agricultural_use,4778
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Barren_&_Non_Cultivable_land,1403
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Permanent_Pastures_&_other_grazing_land,984
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1198
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Cultivable_Waste,4472
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Old_Fallows,3304
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Current_Fallows,2451
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Net_Area_Sown_Irrigated,8596
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Net_Area_Sown_Unirrigated,4403
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Net_Area_Sown_Total,12999
2023-24,Dhenkanal,Kamakshyanagar,88,Block,Total_Area_under_Survey,38411
2023-24,Dhenkanal,Parajanga,89,Block,Forest,11099
2023-24,Dhenkanal,Parajanga,89,Block,Land_put_to_Non_Agricultural_use,5627
2023-24,Dhenkanal,Parajanga,89,Block,Barren_&_Non_Cultivable_land,570
2023-24,Dhenkanal,Parajanga,89,Block,Permanent_Pastures_&_other_grazing_land,915
2023-24,Dhenkanal,Parajanga,89,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,560
2023-24,Dhenkanal,Parajanga,89,Block,Cultivable_Waste,2950
2023-24,Dhenkanal,Parajanga,89,Block,Old_Fallows,4516
2023-24,Dhenkanal,Parajanga,89,Block,Current_Fallows,5014
2023-24,Dhenkanal,Parajanga,89,Block,Net_Area_Sown_Irrigated,3777
2023-24,Dhenkanal,Parajanga,89,Block,Net_Area_Sown_Unirrigated,7216
2023-24,Dhenkanal,Parajanga,89,Block,Net_Area_Sown_Total,10993
2023-24,Dhenkanal,Parajanga,89,Block,Total_Area_under_Survey,42244
2023-24,Dhenkanal,Kankadahad,95,Block,Forest,24875
2023-24,Dhenkanal,Kankadahad,95,Block,Land_put_to_Non_Agricultural_use,3118
2023-24,Dhenkanal,Kankadahad,95,Block,Barren_&_Non_Cultivable_land,1565
2023-24,Dhenkanal,Kankadahad,95,Block,Permanent_Pastures_&_other_grazing_land,2323
2023-24,Dhenkanal,Kankadahad,95,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,614
2023-24,Dhenkanal,Kankadahad,95,Block,Cultivable_Waste,2738
2023-24,Dhenkanal,Kankadahad,95,Block,Old_Fallows,3269
2023-24,Dhenkanal,Kankadahad,95,Block,Current_Fallows,2395
2023-24,Dhenkanal,Kankadahad,95,Block,Net_Area_Sown_Irrigated,4585
2023-24,Dhenkanal,Kankadahad,95,Block,Net_Area_Sown_Unirrigated,10666
2023-24,Dhenkanal,Kankadahad,95,Block,Net_Area_Sown_Total,15251
2023-24,Dhenkanal,Kankadahad,95,Block,Total_Area_under_Survey,56148
2023-24,Dhenkanal,URBAN,,Urban,Forest,2733
2023-24,Dhenkanal,URBAN,,Urban,Land_put_to_Non_Agricultural_use,1747
2023-24,Dhenkanal,URBAN,,Urban,Barren_&_Non_Cultivable_land,439
2023-24,Dhenkanal,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,535
2023-24,Dhenkanal,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,466
2023-24,Dhenkanal,URBAN,,Urban,Cultivable_Waste,1312
2023-24,Dhenkanal,URBAN,,Urban,Old_Fallows,1332
2023-24,Dhenkanal,URBAN,,Urban,Current_Fallows,1185
2023-24,Dhenkanal,URBAN,,Urban,Net_Area_Sown_Irrigated,359
2023-24,Dhenkanal,URBAN,,Urban,Net_Area_Sown_Unirrigated,1133
2023-24,Dhenkanal,URBAN,,Urban,Net_Area_Sown_Total,1492
2023-24,Dhenkanal,URBAN,,Urban,Total_Area_under_Survey,11241
2023-24,Gajapati,Kashinagar,97,Block,Forest,459
2023-24,Gajapati,Kashinagar,97,Block,Land_put_to_Non_Agricultural_use,2575
2023-24,Gajapati,Kashinagar,97,Block,Barren_&_Non_Cultivable_land,1277
2023-24,Gajapati,Kashinagar,97,Block,Permanent_Pastures_&_other_grazing_land,249
2023-24,Gajapati,Kashinagar,97,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1543
2023-24,Gajapati,Kashinagar,97,Block,Cultivable_Waste,1235
2023-24,Gajapati,Kashinagar,97,Block,Old_Fallows,1947
2023-24,Gajapati,Kashinagar,97,Block,Current_Fallows,1193
2023-24,Gajapati,Kashinagar,97,Block,Net_Area_Sown_Irrigated,8430
2023-24,Gajapati,Kashinagar,97,Block,Net_Area_Sown_Unirrigated,49
2023-24,Gajapati,Kashinagar,97,Block,Net_Area_Sown_Total,8479
2023-24,Gajapati,Kashinagar,97,Block,Total_Area_under_Survey,18957
2023-24,Gajapati,Paralakhemundi,98,Block,Forest,536
2023-24,Gajapati,Paralakhemundi,98,Block,Land_put_to_Non_Agricultural_use,3560
2023-24,Gajapati,Paralakhemundi,98,Block,Barren_&_Non_Cultivable_land,1521
2023-24,Gajapati,Paralakhemundi,98,Block,Permanent_Pastures_&_other_grazing_land,372
2023-24,Gajapati,Paralakhemundi,98,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,970
2023-24,Gajapati,Paralakhemundi,98,Block,Cultivable_Waste,653
2023-24,Gajapati,Paralakhemundi,98,Block,Old_Fallows,310
2023-24,Gajapati,Paralakhemundi,98,Block,Current_Fallows,1364
2023-24,Gajapati,Paralakhemundi,98,Block,Net_Area_Sown_Irrigated,11271
2023-24,Gajapati,Paralakhemundi,98,Block,Net_Area_Sown_Unirrigated,39
2023-24,Gajapati,Paralakhemundi,98,Block,Net_Area_Sown_Total,11310
2023-24,Gajapati,Paralakhemundi,98,Block,Total_Area_under_Survey,20596
2023-24,Gajapati,Rayagada,99,Block,Forest,8335
2023-24,Gajapati,Rayagada,99,Block,Land_put_to_Non_Agricultural_use,4481
2023-24,Gajapati,Rayagada,99,Block,Barren_&_Non_Cultivable_land,15040
2023-24,Gajapati,Rayagada,99,Block,Permanent_Pastures_&_other_grazing_land,1561
2023-24,Gajapati,Rayagada,99,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1045
2023-24,Gajapati,Rayagada,99,Block,Cultivable_Waste,2360
2023-24,Gajapati,Rayagada,99,Block,Old_Fallows,2491
2023-24,Gajapati,Rayagada,99,Block,Current_Fallows,1282
2023-24,Gajapati,Rayagada,99,Block,Net_Area_Sown_Irrigated,57
2023-24,Gajapati,Rayagada,99,Block,Net_Area_Sown_Unirrigated,5548
2023-24,Gajapati,Rayagada,99,Block,Net_Area_Sown_Total,5605
2023-24,Gajapati,Rayagada,99,Block,Total_Area_under_Survey,42200
2023-24,Gajapati,Gumma,100,Block,Forest,11609
2023-24,Gajapati,Gumma,100,Block,Land_put_to_Non_Agricultural_use,1079
2023-24,Gajapati,Gumma,100,Block,Barren_&_Non_Cultivable_land,18464
2023-24,Gajapati,Gumma,100,Block,Permanent_Pastures_&_other_grazing_land,1185
2023-24,Gajapati,Gumma,100,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,366
2023-24,Gajapati,Gumma,100,Block,Cultivable_Waste,315
2023-24,Gajapati,Gumma,100,Block,Old_Fallows,675
2023-24,Gajapati,Gumma,100,Block,Current_Fallows,1950
2023-24,Gajapati,Gumma,100,Block,Net_Area_Sown_Irrigated,5122
2023-24,Gajapati,Gumma,100,Block,Net_Area_Sown_Unirrigated,513
2023-24,Gajapati,Gumma,100,Block,Net_Area_Sown_Total,5635
2023-24,Gajapati,Gumma,100,Block,Total_Area_under_Survey,41278
2023-24,Gajapati,Nuagarh,101,Block,Forest,7922
2023-24,Gajapati,Nuagarh,101,Block,Land_put_to_Non_Agricultural_use,803
2023-24,Gajapati,Nuagarh,101,Block,Barren_&_Non_Cultivable_land,30254
2023-24,Gajapati,Nuagarh,101,Block,Permanent_Pastures_&_other_grazing_land,1876
2023-24,Gajapati,Nuagarh,101,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,216
2023-24,Gajapati,Nuagarh,101,Block,Cultivable_Waste,256
2023-24,Gajapati,Nuagarh,101,Block,Old_Fallows,611
2023-24,Gajapati,Nuagarh,101,Block,Current_Fallows,2159
2023-24,Gajapati,Nuagarh,101,Block,Net_Area_Sown_Irrigated,1095
2023-24,Gajapati,Nuagarh,101,Block,Net_Area_Sown_Unirrigated,1323
2023-24,Gajapati,Nuagarh,101,Block,Net_Area_Sown_Total,2418
2023-24,Gajapati,Nuagarh,101,Block,Total_Area_under_Survey,46515
2023-24,Gajapati,R.Udayagiri,102,Block,Forest,13185
2023-24,Gajapati,R.Udayagiri,102,Block,Land_put_to_Non_Agricultural_use,1791
2023-24,Gajapati,R.Udayagiri,102,Block,Barren_&_Non_Cultivable_land,19956
2023-24,Gajapati,R.Udayagiri,102,Block,Permanent_Pastures_&_other_grazing_land,3378
2023-24,Gajapati,R.Udayagiri,102,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,87
2023-24,Gajapati,R.Udayagiri,102,Block,Cultivable_Waste,501
2023-24,Gajapati,R.Udayagiri,102,Block,Old_Fallows,830
2023-24,Gajapati,R.Udayagiri,102,Block,Current_Fallows,506
2023-24,Gajapati,R.Udayagiri,102,Block,Net_Area_Sown_Irrigated,1937
2023-24,Gajapati,R.Udayagiri,102,Block,Net_Area_Sown_Unirrigated,4523
2023-24,Gajapati,R.Udayagiri,102,Block,Net_Area_Sown_Total,6460
2023-24,Gajapati,R.Udayagiri,102,Block,Total_Area_under_Survey,46694
2023-24,Gajapati,Mohana,106,Block,Forest,19025
2023-24,Gajapati,Mohana,106,Block,Land_put_to_Non_Agricultural_use,3410
2023-24,Gajapati,Mohana,106,Block,Barren_&_Non_Cultivable_land,42678
2023-24,Gajapati,Mohana,106,Block,Permanent_Pastures_&_other_grazing_land,4804
2023-24,Gajapati,Mohana,106,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,329
2023-24,Gajapati,Mohana,106,Block,Cultivable_Waste,1471
2023-24,Gajapati,Mohana,106,Block,Old_Fallows,1877
2023-24,Gajapati,Mohana,106,Block,Current_Fallows,3407
2023-24,Gajapati,Mohana,106,Block,Net_Area_Sown_Irrigated,82
2023-24,Gajapati,Mohana,106,Block,Net_Area_Sown_Unirrigated,13806
2023-24,Gajapati,Mohana,106,Block,Net_Area_Sown_Total,13888
2023-24,Gajapati,Mohana,106,Block,Total_Area_under_Survey,90889
2023-24,Gajapati,URBAN,,Urban,Forest,326
2023-24,Gajapati,URBAN,,Urban,Land_put_to_Non_Agricultural_use,95
2023-24,Gajapati,URBAN,,Urban,Barren_&_Non_Cultivable_land,690
2023-24,Gajapati,URBAN,,Urban,Permanent_Pastures_&_other_grazing_land,72
2023-24,Gajapati,URBAN,,Urban,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,24
2023-24,Gajapati,URBAN,,Urban,Cultivable_Waste,36
2023-24,Gajapati,URBAN,,Urban,Old_Fallows,47
2023-24,Gajapati,URBAN,,Urban,Current_Fallows,63
2023-24,Gajapati,URBAN,,Urban,Net_Area_Sown_Irrigated,114
2023-24,Gajapati,URBAN,,Urban,Net_Area_Sown_Unirrigated,63
2023-24,Gajapati,URBAN,,Urban,Net_Area_Sown_Total,177
2023-24,Gajapati,URBAN,,Urban,Total_Area_under_Survey,1530
2023-24,Ganjam,Patrapur,103,Block,Forest,7177
2023-24,Ganjam,Patrapur,103,Block,Land_put_to_Non_Agricultural_use,2996
2023-24,Ganjam,Patrapur,103,Block,Barren_&_Non_Cultivable_land,4566
2023-24,Ganjam,Patrapur,103,Block,Permanent_Pastures_&_other_grazing_land,1053
2023-24,Ganjam,Patrapur,103,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,156
2023-24,Ganjam,Patrapur,103,Block,Cultivable_Waste,1672
2023-24,Ganjam,Patrapur,103,Block,Old_Fallows,1790
2023-24,Ganjam,Patrapur,103,Block,Current_Fallows,1652
2023-24,Ganjam,Patrapur,103,Block,Net_Area_Sown_Irrigated,12791
2023-24,Ganjam,Patrapur,103,Block,Net_Area_Sown_Unirrigated,1977
2023-24,Ganjam,Patrapur,103,Block,Net_Area_Sown_Total,14768
2023-24,Ganjam,Patrapur,103,Block,Total_Area_under_Survey,35830
2023-24,Ganjam,Chikiti,104,Block,Forest,1369
2023-24,Ganjam,Chikiti,104,Block,Land_put_to_Non_Agricultural_use,4804
2023-24,Ganjam,Chikiti,104,Block,Barren_&_Non_Cultivable_land,351
2023-24,Ganjam,Chikiti,104,Block,Permanent_Pastures_&_other_grazing_land,446
2023-24,Ganjam,Chikiti,104,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,330
2023-24,Ganjam,Chikiti,104,Block,Cultivable_Waste,1027
2023-24,Ganjam,Chikiti,104,Block,Old_Fallows,474
2023-24,Ganjam,Chikiti,104,Block,Current_Fallows,1622
2023-24,Ganjam,Chikiti,104,Block,Net_Area_Sown_Irrigated,5167
2023-24,Ganjam,Chikiti,104,Block,Net_Area_Sown_Unirrigated,5508
2023-24,Ganjam,Chikiti,104,Block,Net_Area_Sown_Total,10675
2023-24,Ganjam,Chikiti,104,Block,Total_Area_under_Survey,21098
2023-24,Ganjam,Digapahandi,105,Block,Forest,1488
2023-24,Ganjam,Digapahandi,105,Block,Land_put_to_Non_Agricultural_use,3372
2023-24,Ganjam,Digapahandi,105,Block,Barren_&_Non_Cultivable_land,14362
2023-24,Ganjam,Digapahandi,105,Block,Permanent_Pastures_&_other_grazing_land,454
2023-24,Ganjam,Digapahandi,105,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,146
2023-24,Ganjam,Digapahandi,105,Block,Cultivable_Waste,1346
2023-24,Ganjam,Digapahandi,105,Block,Old_Fallows,2155
2023-24,Ganjam,Digapahandi,105,Block,Current_Fallows,619
2023-24,Ganjam,Digapahandi,105,Block,Net_Area_Sown_Irrigated,18265
2023-24,Ganjam,Digapahandi,105,Block,Net_Area_Sown_Unirrigated,5892
2023-24,Ganjam,Digapahandi,105,Block,Net_Area_Sown_Total,24157
2023-24,Ganjam,Digapahandi,105,Block,Total_Area_under_Survey,48099
2023-24,Ganjam,Sankhumundi,107,Block,Forest,2786
2023-24,Ganjam,Sankhumundi,107,Block,Land_put_to_Non_Agricultural_use,2925
2023-24,Ganjam,Sankhumundi,107,Block,Barren_&_Non_Cultivable_land,2275
2023-24,Ganjam,Sankhumundi,107,Block,Permanent_Pastures_&_other_grazing_land,792
2023-24,Ganjam,Sankhumundi,107,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,219
2023-24,Ganjam,Sankhumundi,107,Block,Cultivable_Waste,354
2023-24,Ganjam,Sankhumundi,107,Block,Old_Fallows,763
2023-24,Ganjam,Sankhumundi,107,Block,Current_Fallows,1507
2023-24,Ganjam,Sankhumundi,107,Block,Net_Area_Sown_Irrigated,11456
2023-24,Ganjam,Sankhumundi,107,Block,Net_Area_Sown_Unirrigated,3990
2023-24,Ganjam,Sankhumundi,107,Block,Net_Area_Sown_Total,15446
2023-24,Ganjam,Sankhumundi,107,Block,Total_Area_under_Survey,27067
2023-24,Ganjam,Kukudakhandi,108,Block,Forest,835
2023-24,Ganjam,Kukudakhandi,108,Block,Land_put_to_Non_Agricultural_use,3123
2023-24,Ganjam,Kukudakhandi,108,Block,Barren_&_Non_Cultivable_land,1202
2023-24,Ganjam,Kukudakhandi,108,Block,Permanent_Pastures_&_other_grazing_land,571
2023-24,Ganjam,Kukudakhandi,108,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,412
2023-24,Ganjam,Kukudakhandi,108,Block,Cultivable_Waste,1826
2023-24,Ganjam,Kukudakhandi,108,Block,Old_Fallows,2078
2023-24,Ganjam,Kukudakhandi,108,Block,Current_Fallows,1237
2023-24,Ganjam,Kukudakhandi,108,Block,Net_Area_Sown_Irrigated,11399
2023-24,Ganjam,Kukudakhandi,108,Block,Net_Area_Sown_Unirrigated,2221
2023-24,Ganjam,Kukudakhandi,108,Block,Net_Area_Sown_Total,13620
2023-24,Ganjam,Kukudakhandi,108,Block,Total_Area_under_Survey,24904
2023-24,Ganjam,Rangeilunda,109,Block,Forest,239
2023-24,Ganjam,Rangeilunda,109,Block,Land_put_to_Non_Agricultural_use,3394
2023-24,Ganjam,Rangeilunda,109,Block,Barren_&_Non_Cultivable_land,354
2023-24,Ganjam,Rangeilunda,109,Block,Permanent_Pastures_&_other_grazing_land,524
2023-24,Ganjam,Rangeilunda,109,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1113
2023-24,Ganjam,Rangeilunda,109,Block,Cultivable_Waste,1153
2023-24,Ganjam,Rangeilunda,109,Block,Old_Fallows,1202
2023-24,Ganjam,Rangeilunda,109,Block,Current_Fallows,1157
2023-24,Ganjam,Rangeilunda,109,Block,Net_Area_Sown_Irrigated,12530
2023-24,Ganjam,Rangeilunda,109,Block,Net_Area_Sown_Unirrigated,744
2023-24,Ganjam,Rangeilunda,109,Block,Net_Area_Sown_Total,13274
2023-24,Ganjam,Rangeilunda,109,Block,Total_Area_under_Survey,22410
2023-24,Ganjam,Chhatrapur,110,Block,Forest,533
2023-24,Ganjam,Chhatrapur,110,Block,Land_put_to_Non_Agricultural_use,5029
2023-24,Ganjam,Chhatrapur,110,Block,Barren_&_Non_Cultivable_land,435
2023-24,Ganjam,Chhatrapur,110,Block,Permanent_Pastures_&_other_grazing_land,369
2023-24,Ganjam,Chhatrapur,110,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,1801
2023-24,Ganjam,Chhatrapur,110,Block,Cultivable_Waste,884
2023-24,Ganjam,Chhatrapur,110,Block,Old_Fallows,946
2023-24,Ganjam,Chhatrapur,110,Block,Current_Fallows,4147
2023-24,Ganjam,Chhatrapur,110,Block,Net_Area_Sown_Irrigated,7001
2023-24,Ganjam,Chhatrapur,110,Block,Net_Area_Sown_Unirrigated,2164
2023-24,Ganjam,Chhatrapur,110,Block,Net_Area_Sown_Total,9165
2023-24,Ganjam,Chhatrapur,110,Block,Total_Area_under_Survey,23309
2023-24,Ganjam,Hinjilikatu,111,Block,Forest,19
2023-24,Ganjam,Hinjilikatu,111,Block,Land_put_to_Non_Agricultural_use,2712
2023-24,Ganjam,Hinjilikatu,111,Block,Barren_&_Non_Cultivable_land,300
2023-24,Ganjam,Hinjilikatu,111,Block,Permanent_Pastures_&_other_grazing_land,169
2023-24,Ganjam,Hinjilikatu,111,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,223
2023-24,Ganjam,Hinjilikatu,111,Block,Cultivable_Waste,957
2023-24,Ganjam,Hinjilikatu,111,Block,Old_Fallows,1008
2023-24,Ganjam,Hinjilikatu,111,Block,Current_Fallows,1493
2023-24,Ganjam,Hinjilikatu,111,Block,Net_Area_Sown_Irrigated,8383
2023-24,Ganjam,Hinjilikatu,111,Block,Net_Area_Sown_Unirrigated,367
2023-24,Ganjam,Hinjilikatu,111,Block,Net_Area_Sown_Total,8750
2023-24,Ganjam,Hinjilikatu,111,Block,Total_Area_under_Survey,15631
2023-24,Ganjam,Seragarh,112,Block,Forest,2425
2023-24,Ganjam,Seragarh,112,Block,Land_put_to_Non_Agricultural_use,2237
2023-24,Ganjam,Seragarh,112,Block,Barren_&_Non_Cultivable_land,3659
2023-24,Ganjam,Seragarh,112,Block,Permanent_Pastures_&_other_grazing_land,718
2023-24,Ganjam,Seragarh,112,Block,Land_under_misc_tree_crop_&_groves_not_included_in_net_area_sown,79
2023-24,Ganjam,Seragarh,112,Block,Cultivable_Waste,795
2023-24,Ganjam,Seragarh,112,Block,Old_Fallows,926
2023-24,Ganjam,Seragarh,112,Block,Current_Fallows,391
